# 参考真值数据
# timestamp pos_x pos_y pos_z vel_x vel_y vel_z roll pitch yaw
# 单位: s, m, m, m, m/s, m/s, m/s, rad, rad, rad
0.000000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.010000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.020000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.030000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.040000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.050000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.060000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.070000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.080000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.090000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.100000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.110000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.120000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.130000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.140000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.150000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.160000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.170000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.180000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.190000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.200000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.210000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.220000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.230000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.240000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.250000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.260000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.270000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.280000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.290000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.300000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.310000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.320000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.330000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.340000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.350000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.360000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.370000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
0.380000 -2707029.109756 4688711.955665 3360431.434122 0.000000 0.000000 0.000000 0.0000000000 0.0000000000 0.0000000000
