ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
-2.707405373900163453e+06,4.688687272446013987e+06,3.360102297215144616e+06,8.647134405201720497e+00,5.022655331433432124e+00,0.000000000000000000e+00
-2.707404515188047662e+06,4.688687784849135205e+06,3.360102297215144616e+06,8.512693459228870552e+00,5.247289783231147808e+00,0.000000000000000000e+00
-2.707403670183340553e+06,4.688688319555130787e+06,3.360102297215144616e+06,8.372418338377592306e+00,5.468328004719412938e+00,0.000000000000000000e+00
-2.707402839465166908e+06,4.688688876197541133e+06,3.360102297215144616e+06,8.226405180208818280e+00,5.685618507342320882e+00,0.000000000000000000e+00
-2.707402023602859117e+06,4.688689454394870438e+06,3.360102297215144616e+06,8.074754054847637974e+00,5.899012371043278691e+00,0.000000000000000000e+00
-2.707401223155568819e+06,4.688690053750851192e+06,3.360102297215144616e+06,7.917568896400228873e+00,6.108363346327365662e+00,0.000000000000000000e+00
-2.707400438671882264e+06,4.688690673854715191e+06,3.360102297215144616e+06,7.754957431722619532e+00,6.313527954493438621e+00,0.000000000000000000e+00
-2.707399670689445455e+06,4.688691314281473868e+06,3.360102297215144616e+06,7.587031106590076845e+00,6.514365585967260230e+00,0.000000000000000000e+00
-2.707398919734594878e+06,4.688691974592211656e+06,3.360102297215144616e+06,7.413905009317735662e+00,6.710738596668281986e+00,0.000000000000000000e+00
-2.707398186321998481e+06,4.688692654334382154e+06,3.360102297215144616e+06,7.235697791884828867e+00,6.902512402344020082e+00,0.000000000000000000e+00
-2.707397468454959802e+06,4.688693350499419495e+06,3.360102297215144616e+06,7.128921184347723816e+00,7.012737179401367094e+00,0.000000000000000000e+00
-2.707396757575534284e+06,4.688694053811491467e+06,3.360102297215144616e+06,7.091294428847529474e+00,7.050783170924771248e+00,0.000000000000000000e+00
-2.707396049150800798e+06,4.688694759597637691e+06,3.360102297215144616e+06,7.078126994278570727e+00,7.064001575089363882e+00,0.000000000000000000e+00
-2.707395341584173031e+06,4.688695466244245879e+06,3.360102297215144616e+06,7.073529997966732985e+00,7.068604768118298409e+00,0.000000000000000000e+00
-2.707394634317016229e+06,4.688696173190612346e+06,3.360102297215144616e+06,7.071926420476414066e+00,7.070209098984813423e+00,0.000000000000000000e+00
-2.707393927154310979e+06,4.688696880241464823e+06,3.360102297215144616e+06,7.071367202017372122e+00,7.070768409036814361e+00,0.000000000000000000e+00
-2.707393220028029755e+06,4.688697587328745052e+06,3.360102297215144616e+06,7.071172204196320088e+00,7.070963417993432643e+00,0.000000000000000000e+00
-2.707392512914449442e+06,4.688698294428726658e+06,3.360102297215144616e+06,7.071104211395772055e+00,7.071031412147804396e+00,0.000000000000000000e+00
-2.707391805805297568e+06,4.688699001533137634e+06,3.360102297215144616e+06,7.071080503618405899e+00,7.071055120089764223e+00,0.000000000000000000e+00
-2.707391098697689828e+06,4.688699708639091812e+06,3.360102297215144616e+06,7.071072237208877453e+00,7.071063386519304217e+00,0.000000000000000000e+00
-2.707390391590620391e+06,4.688700415745585226e+06,3.360102297215144616e+06,7.071069354887841385e+00,7.071066268842773006e+00,0.000000000000000000e+00
-2.707389684483738616e+06,4.688701122852265835e+06,3.360102297215144616e+06,7.071068349884372495e+00,7.071067273846535883e+00,0.000000000000000000e+00
-2.707388977376922499e+06,4.688701829959011637e+06,3.360102297215144616e+06,7.071067999461289055e+00,7.071067624269655738e+00,0.000000000000000000e+00
-2.707388270270128734e+06,4.688702537065780722e+06,3.360102297215144616e+06,7.071067877276320246e+00,7.071067746454629876e+00,0.000000000000000000e+00
-2.707387563163343351e+06,4.688703244172557257e+06,3.360102297215144616e+06,7.071067834673041119e+00,7.071067789057909003e+00,0.000000000000000000e+00
-2.707386856056560762e+06,4.688703951279337518e+06,3.360102297215144616e+06,7.071067819818209088e+00,7.071067803912741923e+00,0.000000000000000000e+00
-2.707386148949779104e+06,4.688704658386117779e+06,3.360102297215144616e+06,7.071067814638642979e+00,7.071067809092307144e+00,0.000000000000000000e+00
-2.707385441842997912e+06,4.688705365492898971e+06,3.360102297215144616e+06,7.071067812832642296e+00,7.071067810898309602e+00,0.000000000000000000e+00
-2.707384734736216720e+06,4.688706072599680163e+06,3.360102297215144616e+06,7.071067812202933567e+00,7.071067811528016556e+00,0.000000000000000000e+00
-2.707384027629435062e+06,4.688706779706461355e+06,3.360102297215144616e+06,7.071067811983353657e+00,7.071067811747596465e+00,0.000000000000000000e+00
-2.707383320522653870e+06,4.688707486813242547e+06,3.360102297215144616e+06,7.071067811906796230e+00,7.071067811824153893e+00,0.000000000000000000e+00
-2.707382613415872678e+06,4.688708193920023739e+06,3.360102297215144616e+06,7.071067811880098475e+00,7.071067811850852536e+00,0.000000000000000000e+00
-2.707381906309091952e+06,4.688708901026804931e+06,3.360102297215144616e+06,7.071067811870790365e+00,7.071067811860159757e+00,0.000000000000000000e+00
-2.707381199202310760e+06,4.688709608133586124e+06,3.360102297215144616e+06,7.071067811867549402e+00,7.071067811863400721e+00,0.000000000000000000e+00
-2.707380492095529567e+06,4.688710315240367316e+06,3.360102297215144616e+06,7.071067811866419639e+00,7.071067811864530483e+00,0.000000000000000000e+00
-2.707379784988748375e+06,4.688711022347148508e+06,3.360102297215144616e+06,7.071067811866017294e+00,7.071067811864932828e+00,0.000000000000000000e+00
-2.707379077881967183e+06,4.688711729453929700e+06,3.360102297215144616e+06,7.071067811865885844e+00,7.071067811865065167e+00,0.000000000000000000e+00
-2.707378370775185991e+06,4.688712436560710892e+06,3.360102297215144616e+06,7.071067811865829000e+00,7.071067811865122010e+00,0.000000000000000000e+00
-2.707377663668404799e+06,4.688713143667492084e+06,3.360102297215144616e+06,7.071067811865829000e+00,7.071067811865122010e+00,0.000000000000000000e+00
