mag_x (uT),mag_y (uT),mag_z (uT)
2.309472564170527065e+01,2.279648069325775595e+01,3.774906877791009663e+01
2.343678870771480760e+01,2.325153997244039417e+01,3.766488547459942993e+01
2.330475417661079263e+01,2.352740419426260132e+01,3.783693285190791045e+01
2.312462919717271959e+01,2.314102526443290131e+01,3.789055481267750736e+01
2.306896984245083715e+01,2.306978708259765298e+01,3.782565935467127360e+01
2.351523992055629364e+01,2.326313600612290244e+01,3.805072203769225325e+01
2.321293066407505634e+01,2.326727318433479397e+01,3.758334629583448105e+01
2.305488206825337016e+01,2.321288511800741716e+01,3.808405536022303295e+01
2.307241837362052905e+01,2.330488340956762272e+01,3.779434895438752307e+01
2.316655369920208685e+01,2.306087650807021205e+01,3.779330480909474943e+01
2.293085821050801698e+01,2.355386673148442966e+01,3.791841889462634185e+01
2.312977505867247885e+01,2.309085600410169548e+01,3.793982250908420895e+01
2.291221730137125334e+01,2.328034753838387161e+01,3.769727695683336322e+01
2.297628505026552048e+01,2.284085611727089926e+01,3.795643913024269267e+01
2.281775228923081755e+01,2.330567255265497550e+01,3.801132162293800576e+01
2.319076726537432620e+01,2.339737541494915618e+01,3.832044261484860925e+01
2.290978240716904679e+01,2.318423420088265985e+01,3.796642289935592629e+01
2.303305585688764978e+01,2.277906571556787085e+01,3.821466594449459109e+01
2.333219924332010109e+01,2.290038367409141529e+01,3.829261271775095565e+01
2.313962064764342941e+01,2.299678116346669299e+01,3.747166430502793588e+01
2.320055355496981164e+01,2.336493198891356826e+01,3.798941311838994039e+01
2.322351665841430091e+01,2.336960744062734818e+01,3.759272027839392649e+01
2.323130877719358622e+01,2.291351873589616872e+01,3.800041176348450733e+01
2.309433786524359888e+01,2.311573546698247839e+01,3.795361066018461571e+01
2.333665526780918142e+01,2.292245779466792399e+01,3.798346529974765673e+01
2.320180017765408209e+01,2.311998592317998913e+01,3.792755088244831541e+01
2.305159481890100537e+01,2.345485093629237738e+01,3.781929870827979556e+01
2.326459137473678496e+01,2.273078049509999943e+01,3.771499081104142448e+01
2.302971145628906058e+01,2.301898764914342621e+01,3.790297558468741101e+01
2.328752402704937907e+01,2.304078302966406611e+01,3.746791666355938588e+01
2.336758888286051317e+01,2.314091179329327375e+01,3.780301233158372298e+01
2.298327310453788996e+01,2.312500462486590536e+01,3.784133594207103357e+01
