accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
2.658101700912175042e-03,5.367158953798878765e-03,-9.794325451516993297e+00
-1.213177046105691709e-03,1.833520964911660930e-03,-9.784745152862200257e+00
3.837253598973937828e-03,3.687394714400419552e-03,-9.796111541183847748e+00
-1.411188561700483374e-02,8.025748996317316059e-03,-9.795675223638571794e+00
-1.068908422326255575e-02,4.529995349820356045e-03,-9.799345620053600214e+00
1.742433600637811669e-03,-9.634802313129662427e-04,-9.804702422769137726e+00
8.465140916249242614e-03,-9.727743616395426521e-03,-9.794737638235481825e+00
7.416843209559403037e-03,1.562591361821206570e-03,-9.805033769758876971e+00
2.577174228567913079e-03,-3.561345963416601319e-03,-9.798049476047845374e+00
-1.725441667154295217e-03,-1.746401934574460645e-03,-9.796410587608381348e+00
2.419625261097805342e-06,1.953848807670899128e-03,-9.806289093356623354e+00
-1.422322061081499837e-03,3.247793074555981735e-04,-9.817736060842099377e+00
-1.098221237756349901e-03,8.912495870191171170e-04,-9.788278022723597260e+00
-9.953004581799993269e-03,-9.466734666544749169e-04,-9.779335414296696172e+00
2.833969167090466014e-03,5.390171481203563132e-03,-9.786296301650654783e+00
-3.941526883105641449e-03,9.849973304090582291e-04,-9.781672188466275841e+00
-4.790218161235398897e-03,2.217477831236612778e-03,-9.788172844518339133e+00
-5.582310931287189776e-03,6.419566247564050671e-03,-9.798523165805526958e+00
2.472177891368869656e-03,-4.511545558994614104e-03,-9.817218748687160712e+00
-4.925816175420619399e-03,-3.030485711379418343e-03,-9.787184934079910192e+00
1.212782552316815296e-02,2.458836830512094260e-03,-9.809672372249599093e+00
-5.493246218494416376e-03,5.945384782997205006e-03,-9.799154052486953148e+00
1.145092036422964456e-02,4.541119263950040355e-03,-9.772019366004396801e+00
-4.196791298698731069e-04,2.192762992500595608e-03,-9.807900882292203804e+00
-7.064316863874920555e-03,-6.784319260936444353e-04,-9.796102041771481694e+00
-3.995524637384211680e-03,8.065133302427968890e-04,-9.809118896911659391e+00
-1.040536612761334273e-02,9.491159886971000867e-03,-9.800535833836756083e+00
-3.074528778178947045e-03,8.997515339152462391e-03,-9.792539576534444734e+00
-1.108417872892227853e-02,-1.318896938834546303e-03,-9.799281327369463668e+00
3.149111162942065667e-03,4.916744371960349476e-03,-9.795942373977803541e+00
5.615371068019740092e-03,-3.491434871163926878e-03,-9.801876330063528542e+00
2.216356819327681277e-03,-6.199458905862351848e-03,-9.793196435278892054e+00
-6.580743521377266673e-04,1.030206869519638456e-03,-9.802959905720879163e+00
5.738390549788132018e-03,5.584239186954821806e-03,-9.802275802721812425e+00
-2.238058787932329426e-04,1.380075316965289484e-02,-9.798635193014888500e+00
7.627143465581490318e-03,9.435582501350374060e-03,-9.796102125895572499e+00
9.103631783287280572e-04,2.858689906283816851e-03,-9.788594477280724959e+00
1.308620032616724131e-03,-1.489180479522839076e-03,-9.809829132794122941e+00
-4.746994881808868152e-03,7.894901437777771674e-03,-9.794992790993095610e+00
-5.667537319370643915e-03,2.890953814401840162e-03,-9.786547415885205936e+00
6.425707998523115007e-03,1.726111865240859654e-03,-9.808332525695947268e+00
-2.440194819720955741e-03,-7.502015114706524559e-03,-9.791765103119738356e+00
-1.306110478614081393e-03,1.227813841795118762e-03,-9.796974044290809758e+00
