accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-1.007255629668697638e+00,-1.356709864879569218e-03,-9.785119167418564246e+00
-1.897437157370683636e+00,9.442595405478669112e-04,-9.788641241840627671e+00
-2.714640822996817082e+00,5.888361937250353876e-04,-9.787562842763289694e+00
-3.440942391412419532e+00,-8.746093984763557080e-03,-9.802049797992529179e+00
-4.100465681049740851e+00,1.244064429980004313e-03,-9.801043510335251341e+00
-4.693358739192945883e+00,5.379845424890830922e-04,-9.781405310831772226e+00
-5.220365624177422781e+00,-1.092093834501481515e-02,-9.808605178905311917e+00
-5.687783919755318607e+00,1.001094054996287371e-03,-9.784250936980710023e+00
-6.124844986672928648e+00,-1.164556363079720727e-02,-9.791561754550054175e+00
-6.514629307451955675e+00,9.885972651240221287e-03,-9.802398823465372502e+00
-6.857314697793498226e+00,7.274248827805527933e-05,-9.797174093568621345e+00
-7.172129328856730268e+00,2.786815366003857208e-03,-9.792709481642486224e+00
-7.455166169377055674e+00,1.907517932174544219e-03,-9.797423448641321642e+00
-7.709542038487827931e+00,5.215772462067297215e-03,-9.790501757206545363e+00
-7.945097348348686417e+00,-1.415540770769063662e-03,-9.800369158769081324e+00
-8.146524946554244195e+00,-1.960741654350440805e-03,-9.785737944378205100e+00
-8.335894237868588519e+00,-3.540292604918784340e-03,-9.781526933521599076e+00
-8.503444225127891443e+00,-3.485612095455291153e-03,-9.791904814589756256e+00
-8.651616942869820193e+00,-9.064602296497872858e-03,-9.791741275292643820e+00
-8.776772748862942564e+00,-1.828831188634584678e-03,-9.809250957379305191e+00
-8.905965208825385560e+00,-3.808011198476142240e-03,-9.808178904652155694e+00
-9.022252132430303107e+00,-3.487425091299877974e-03,-9.795688243087770530e+00
-9.120257051362514744e+00,-2.021629303131141763e-03,-9.794991776408300765e+00
-9.199369390987627071e+00,7.638431805322400993e-03,-9.781790368936182034e+00
-9.286969223229950998e+00,1.055081594799003701e-03,-9.792873618691574578e+00
-9.349128822619537260e+00,-5.475031783719882389e-03,-9.780648262820024641e+00
-9.420184910808387713e+00,4.083811778540241515e-03,-9.790484836115920686e+00
-9.479796921200028592e+00,-5.210560414270370110e-03,-9.785494951887033110e+00
-9.528231059832345196e+00,-3.256391498832469445e-04,-9.798875844509888466e+00
-9.574226831948875471e+00,-2.023966017519301854e-03,-9.809662815323315854e+00
-9.617120461430443967e+00,-1.093087512921718301e-03,-9.799073786600279945e+00
-9.660286896137280976e+00,4.469598691554225317e-03,-9.797747924269751607e+00
-9.697419967277900454e+00,3.600525216560891001e-03,-9.788897474434225643e+00
-9.719585076926303913e+00,7.293740852510606325e-03,-9.787335549654281763e+00
-9.750880744239985631e+00,-8.237939556763329563e-03,-9.796536707862649962e+00
-9.778401416260207313e+00,4.729320817437667433e-03,-9.805681594855016669e+00
-9.794289833863032868e+00,7.559281700129641055e-03,-9.770469097710989814e+00
-9.823572678754066700e+00,-5.098586791016682281e-03,-9.786067878033374967e+00
-9.833168351302095544e+00,-4.290529794504447866e-03,-9.805452299187789933e+00
-9.860393635735553275e+00,-2.158655105630201410e-03,-9.794471130976473816e+00
-9.867885895268184271e+00,-5.836038554191905897e-04,-9.792115250456637554e+00
-9.877845221216736249e+00,-4.750755631334563031e-04,-9.802266276632103370e+00
-9.895499410904015747e+00,5.413624322871865222e-03,-9.789095745695904682e+00
-9.905224497511872173e+00,1.496884912289826210e-02,-9.789454589342378554e+00
