ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
-2.706860574755522888e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.810000000000038511e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706854719755522907e+06,4.688711955664515495e+06,3.360431434122325853e+06,5.910000000000039933e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706848764755522832e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.010000000000041354e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706842709755523130e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.110000000000042775e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706836554755522870e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.210000000000044196e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706830299755522981e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.310000000000045617e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706823944755523000e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.410000000000046327e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706817489755522925e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.510000000000040643e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706810934755523223e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.610000000000034959e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706804279755522963e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.710000000000029274e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706797524755523074e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.810000000000023590e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706790669755523093e+06,4.688711955664515495e+06,3.360431434122325853e+06,6.910000000000017906e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706783714755523019e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.010000000000012221e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706776659755522851e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.110000000000006537e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706769504755523056e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.210000000000000853e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706762249755523168e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.309999999999995168e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706754894755523186e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.409999999999989484e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706747439755523112e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.509999999999983800e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706739884755522944e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.609999999999978115e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706732229755523149e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.709999999999972431e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706724474755523261e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.809999999999966747e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706716619755522814e+06,4.688711955664515495e+06,3.360431434122325853e+06,7.909999999999961062e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706708664755523205e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.009999999999955378e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706700609755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.109999999999949694e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706692454755523242e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.209999999999944009e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706684199755522888e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.309999999999938325e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706675844755522907e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.409999999999932641e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706667389755522832e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.509999999999926956e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706658834755523130e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.609999999999921272e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706650179755522870e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.709999999999915588e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706641424755522981e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.809999999999909903e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706632569755523000e+06,4.688711955664515495e+06,3.360431434122325853e+06,8.909999999999904219e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706623614755522925e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.009999999999898534e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706614559755523223e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.109999999999892850e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706605404755522963e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.209999999999887166e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706596149755523074e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.309999999999881481e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706586794755523093e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.409999999999875797e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706577339755523019e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.509999999999870113e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706567784755522851e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.609999999999864428e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706558129755523056e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.709999999999858744e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.706548374755523168e+06,4.688711955664515495e+06,3.360431434122325853e+06,9.809999999999853060e+01,0.000000000000000000e+00,0.000000000000000000e+00
