cn0_1,cn0_2,cn0_3,cn0_4,cn0_5,cn0_6,cn0_7,cn0_8
37.58256592468037,40.95753675231537,41.13953629361598,44.46629540840009,38.83329383977514,41.26049611727671,40.42521572575262,43.01348884443859
42.29666458306387,40.9886291545463,40.34817624350038,46.04626853169997,41.32567497487516,41.32479193002994,42.048288043274404,40.95019512449978
38.86639723215031,40.8929383701736,42.68740562682724,43.61396455522931,39.61543532186345,41.331483255728166,41.674715712036544,43.42033241383994
39.57531716222507,41.79569675790041,38.827489054465545,46.774243965533934,40.553355769294946,39.224323397934945,42.45634927164379,46.47624187135977
40.61444223041725,43.033118925629566,40.538504235168546,42.85575320071293,41.3908570437186,40.82493885361841,40.08298958924563,46.85464839141617
38.71947238567902,43.56330710360799,40.523367901772446,44.14663118201649,41.4754648801182,40.150694480741215,43.240002984599286,41.2675573936965
38.65388067395842,42.52339282621406,42.49388156704375,43.30267134130552,37.414988579028076,40.119342093163475,43.678813659032606,45.788833362460664
37.21956987688002,41.02919544843341,44.353410872700344,42.63383706674092,38.050909741927384,40.50774281137294,40.71040571710388,42.94480751989291
40.54192502152837,38.59970030290638,41.879859713225954,43.59929882350412,35.63256926481658,39.04453714011499,40.37771914096842,45.1204864930098
39.17573113315986,41.05184155624889,41.20277424548235,47.00193254821421,37.993809858382534,41.93581490615127,40.67236281670588,45.18308673031142
39.896734868484984,40.86075792961078,39.74478859734573,44.52826790940137,39.82855789756415,41.929398757528865,41.13506859439712,43.56895524034141
36.50870402416195,41.30031327209068,38.22950237970997,43.02078276748133,41.14569712511417,43.04207667233056,42.36541490074469,37.47914932252236
41.82256637970639,41.57341473909834,42.04208213782292,44.477266087236124,40.146076375378215,40.13640578704814,39.61382918941788,42.58101433610048
40.36566779978265,41.41188358500463,39.364087160608946,45.93922558377164,38.9893379447676,42.78798171813145,39.305276990680596,41.8293625256457
36.93007371426134,42.731765196862455,41.14356524153464,44.295064550132466,38.45151685336894,41.155261500955575,38.955751139402736,45.113894636552885
