doppler_1,doppler_2,doppler_3,doppler_4,doppler_5,doppler_6,doppler_7,doppler_8
-2.279456273030051,1407.4790039189797,2008.1100910059147,1421.636438521214,2.996230624911705,-1423.164394290034,-1993.2143936678222,-1421.0786289087164
-1.232491503906716,1429.6758004623675,1992.4173529504515,1417.452905946862,-1.809957068757944,-1401.5739062587813,-2012.956711050081,-1422.3860497868707
0.5974943335228398,1424.0727902802998,2014.8179650965951,1430.371233693298,-4.649769070727554,-1403.9173093923735,-1994.6947433021603,-1397.2125372957405
3.9537492092286595,1413.2489338186028,2027.1652097554386,1426.4286255395493,8.216089634194109,-1420.6959575886053,-2002.672684542738,-1400.2430616398844
0.5174222148146175,1416.550857253501,2009.0579416962769,1439.3572730051028,12.965855933295176,-1411.060029841325,-1991.7374739056777,-1395.7823624641246
22.83438755619621,1413.7194997821525,2024.281856335428,1432.675564188304,14.419164069792169,-1389.8810412753169,-1981.8325319678713,-1400.397649047954
9.0698840861251,1431.786923669984,2019.5281303552065,1419.3583432413827,31.107540871047636,-1399.4360027973582,-1964.031432921949,-1390.3554262250293
19.01890240579796,1434.1158132626795,2020.3277393762273,1434.350438464839,20.814055391631783,-1384.598411116345,-1982.2293972842963,-1402.6246866901047
16.243025659314455,1436.1617077687229,2033.8062526428846,1435.5495306709954,25.736333302791795,-1388.0215751566075,-2001.053556297692,-1390.811383372443
14.899585506789357,1445.1474351302945,2024.1492048100595,1447.6089041721377,28.556339512823424,-1379.365381906155,-1968.8455316826503,-1373.7956777584554
28.5297014145719,1453.6596807298533,2035.085315443961,1448.062823119765,28.316503158295816,-1395.3934700854372,-1992.2809557746943,-1363.5345596687048
23.426500414475854,1435.325737963837,2034.4392901214858,1446.8834470730942,41.943290114258474,-1387.7358211176745,-1983.187800083338,-1373.1871839961743
29.17762081553133,1448.834451924134,2037.1981386050093,1445.5512831514234,31.896251456755195,-1365.5107771014914,-1958.5676084193371,-1374.356488270832
53.36532743340784,1456.9610607037014,2028.3698952784564,1457.559143420033,22.690351614083752,-1366.8464775917842,-1951.4305449413334,-1347.4134549832754
32.91797982636315,1449.380866507457,2024.1856911928169,1428.6566236820497,31.51024888314752,-1365.46216981946,-1955.3773760494526,-1373.2719804678468
60.60691335030751,1473.5337154490219,2048.9618904048316,1455.7345686150652,41.38484727448441,-1361.1977125248604,-1953.7283827671372,-1385.4198578509265
48.3245563741918,1466.3828571175877,2049.052395529371,1463.441197814738,45.40761966084076,-1375.2490173895567,-1950.1672284858014,-1383.8334920465493
48.223112020226,1455.0976993534682,2052.692888880664,1465.2273289409823,61.08916204209933,-1355.6303145722804,-1936.572922867968,-1346.21528623112
74.62190133147752,1467.9760682336128,2062.8314230272113,1487.7838460813598,66.04916438278886,-1370.560607362966,-1938.2619100784527,-1351.626488457519
71.11270470741336,1479.3545879231588,2044.2618552772674,1470.4922883741415,54.188645001508306,-1338.9451720631164,-1932.5227526094823,-1336.5649227734411
