mag_x (uT),mag_y (uT),mag_z (uT)
3.275632499329677216e+01,-3.594995142484935791e-02,3.789721486609798262e+01
3.258320338893326351e+01,-4.806629294918396411e-02,3.781276670461368639e+01
3.264325343479620045e+01,-2.475020333176937426e-01,3.814720320726408431e+01
3.246596924386636118e+01,-7.015894440326391618e-03,3.780341830350733545e+01
3.246799507246616656e+01,-4.850153534577592573e-01,3.770644535783731044e+01
3.269985176401600313e+01,1.528912369879870670e-01,3.786578421378352033e+01
3.270177352971579410e+01,4.529690473660990396e-02,3.798264015964986129e+01
3.295323599881267995e+01,-4.495822851864165332e-02,3.787542416671722378e+01
3.263851433644187239e+01,1.321642304103836929e-01,3.779913161941291122e+01
3.255933202167643259e+01,2.812968761074678414e-01,3.769029601972484755e+01
3.281165412568857676e+01,-1.152290480008562323e-01,3.803691325701264248e+01
3.265172274242231509e+01,1.409897465583928589e-02,3.787701992771724235e+01
3.282965966026022642e+01,-8.639095881226464824e-02,3.778257124715715065e+01
3.290579202186361130e+01,-2.332130257867176815e-01,3.769122311694711414e+01
3.242393092055402093e+01,-3.413364086860369295e-01,3.799884452579363625e+01
3.266154085920243944e+01,-1.771321112767181294e-01,3.738237303593202654e+01
3.276940881980568321e+01,-1.712652677093050579e-01,3.777817576027378266e+01
3.244713261683192940e+01,-5.021049531350985085e-02,3.793724402939170659e+01
3.259632538480912700e+01,1.290034226769730674e-01,3.779899180098191636e+01
3.282450751290332391e+01,6.519680577666862875e-02,3.765697229500897691e+01
3.287903126582435931e+01,1.450944788168349042e-01,3.778379246521013357e+01
3.277512588120735160e+01,-3.202607742222288861e-02,3.783227246925589782e+01
3.280933337273465611e+01,-1.335335057095589362e-01,3.792447460909659895e+01
3.293949462299365649e+01,2.258672489870641210e-03,3.776341576999886485e+01
3.284490854710685426e+01,1.635499928732341290e-01,3.795894588308973994e+01
3.250516727160535169e+01,1.366215599820871929e-01,3.795567277092071379e+01
3.280319856580884164e+01,2.570073444126676487e-01,3.758737043564170932e+01
3.256626638496423709e+01,-1.127346651459705945e-01,3.819093733291546044e+01
3.269088426310704421e+01,2.017444615864341095e-01,3.830639665842083019e+01
3.272782490759070839e+01,-2.145426735095987414e-01,3.771149658995143028e+01
3.263460923159946958e+01,-1.106672980489119829e-01,3.808562061434070500e+01
3.273734214408730736e+01,-1.121403029297240173e-01,3.765749164310713581e+01
3.243020647850821092e+01,-8.975110269072245073e-02,3.776687093478330581e+01
3.241627471642841130e+01,7.924824899768126429e-02,3.784822385128767053e+01
3.263986812891674560e+01,6.779239599554411910e-01,3.788927380324744121e+01
3.252246715957799239e+01,-1.857461104158053197e-02,3.758882175908819079e+01
3.297746464518937159e+01,-3.507774986622038543e-02,3.792709445840247895e+01
3.262086431477074200e+01,2.397145217128204553e-01,3.795203951912776574e+01
3.285729374797199398e+01,3.078148268126842946e-02,3.795829320099928594e+01
3.300810531279506677e+01,-3.061767148079895251e-01,3.791662032793470161e+01
3.236478248433357408e+01,-3.626793483710797350e-01,3.799539269271324571e+01
3.247072300068696649e+01,1.599802880381159809e-01,3.795764601337606337e+01
3.291363308075698768e+01,1.669890611042155470e-01,3.831109717276896731e+01
3.235965007347579103e+01,2.036359655863234554e-03,3.781083680175461126e+01
3.304963081971062877e+01,-3.332511630899699928e-01,3.823738067517997763e+01
3.291754303560861672e+01,2.000373005688532158e-01,3.791353422948614593e+01
3.286537896137470227e+01,4.465894850778691083e-01,3.770806307772753740e+01
3.214637522769304923e+01,-3.062961430990256417e-01,3.803099894401330516e+01
3.283641031616461703e+01,-1.200996492258394471e-01,3.787997886677249681e+01
3.278693012507680749e+01,-1.951326135096184688e-01,3.792159724987433123e+01
3.254631230608968906e+01,1.265349347074648132e-03,3.787807429451287078e+01
3.278097234235470836e+01,-3.967906303315212047e-02,3.791739422954412220e+01
3.253332114850486789e+01,-1.584502592498706064e-01,3.826494246644516295e+01
3.224589968141413721e+01,9.614429175192217014e-02,3.803346112504070220e+01
