ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
8.239999999691605126e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.229999999722444670e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.219999999750200459e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.209999999775180868e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.199999999797663008e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.189999999817896992e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.179999999836107349e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.169999999852497297e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.159999999867247311e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.149999999880522239e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.139999999892469873e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.129999999903222374e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.119999999912900535e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.109999999921610936e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.099999999929450212e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.089999999936505048e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.079999999942855027e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.069999999948569780e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.059999999953713257e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.049999999958342300e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.039999999962508070e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.029999999966257462e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.019999999969631688e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.009999999972669116e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.999999999975402432e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.989999999977862899e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.979999999980077519e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.969999999982070449e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.959999999983864427e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.949999999985477928e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.939999999986930845e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.929999999988238812e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.919999999989416040e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.909999999990475317e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.899999999991428012e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.889999999992285495e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.879999999993057713e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.869999999993751771e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.859999999994377617e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.849999999994940936e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.839999999995447411e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.829999999995902726e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.819999999996312567e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.809999999996681197e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.799999999997012878e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.789999999997311875e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.779999999997581028e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.769999999997823181e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.759999999998041176e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.749999999998237854e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.739999999998414637e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.729999999998572946e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.719999999998715623e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.709999999998844089e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.699999999998959765e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.689999999999064073e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.679999999999158433e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.669999999999242846e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.659999999999318732e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.649999999999387512e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.639999999999449187e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.629999999999505178e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.619999999999555484e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.609999999999600107e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.599999999999640465e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.589999999999676561e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.579999999999709814e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.569999999999738804e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.559999999999764952e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.549999999999788258e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.539999999999810143e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.529999999999829186e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.519999999999846807e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.509999999999863007e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.499999999999877787e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.489999999999891145e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.479999999999903082e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.469999999999913598e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.459999999999922693e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.449999999999930367e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.439999999999938041e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.429999999999944293e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.419999999999950546e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.409999999999955378e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.399999999999960210e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.389999999999965041e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.379999999999968452e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.369999999999971863e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.359999999999975273e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.349999999999978684e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.339999999999980673e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.329999999999982663e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.319999999999984652e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.309999999999986642e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.299999999999988631e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.289999999999990621e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.279999999999992610e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.269999999999993179e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.259999999999993747e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.249999999999994316e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.239999999999994884e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.229999999999995453e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.219999999999996021e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.209999999999996589e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.199999999999997158e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.189999999999997726e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.179999999999998295e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.169999999999998863e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.159999999999999432e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.150000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.140000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.130000000000001137e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.120000000000001705e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.110000000000002274e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000002842e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.090000000000003411e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.080000000000003979e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.070000000000004547e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.060000000000005116e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.050000000000005684e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.040000000000006253e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.030000000000006821e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.020000000000007390e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.010000000000007958e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000008527e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.990000000000009095e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.980000000000009663e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.970000000000010232e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.960000000000010800e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.950000000000011369e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.940000000000011937e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.930000000000012506e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.920000000000013074e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.910000000000013642e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000014211e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.890000000000014779e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.880000000000015348e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.870000000000015916e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.860000000000016485e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.850000000000017053e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.840000000000017621e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.830000000000018190e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.820000000000018758e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.810000000000019327e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000019895e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.790000000000020464e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.780000000000021032e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.770000000000021600e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.760000000000022169e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.750000000000022737e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.740000000000023306e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.730000000000023874e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.720000000000024443e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.710000000000025011e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000025580e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.690000000000026148e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.680000000000026716e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.670000000000027285e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.660000000000027853e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.650000000000028422e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.640000000000028990e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.630000000000029559e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.620000000000030127e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.610000000000030695e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.600000000000031264e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.590000000000031832e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.580000000000032401e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.570000000000032969e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.560000000000033538e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.550000000000034106e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.540000000000034674e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.530000000000035243e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.520000000000035811e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.510000000000036380e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000036948e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.490000000000037517e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.480000000000038085e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.470000000000038654e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.460000000000039222e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.450000000000039790e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.440000000000040359e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.430000000000040927e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.420000000000041496e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.410000000000042064e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000042633e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.390000000000042490e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.380000000000042348e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.370000000000042206e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.360000000000042064e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.350000000000041922e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.340000000000041780e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.330000000000041638e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.320000000000041496e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.310000000000041354e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000041211e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.290000000000041069e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.280000000000040927e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.270000000000040785e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.260000000000040643e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000040501e+01,0.000000000000000000e+00,0.000000000000000000e+00
