elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_7,elevation_8
58.541743103844915,57.77641467856834,10.119499890310562,37.62708161512247,83.85350202309405,20.73308315265685,43.64743910363109,47.87965450880118
58.53964077459236,57.76116484121114,10.11357300798652,37.62796053912308,83.8576274114718,20.74589187755971,43.65610955638522,47.878623172294674
58.52951519809347,57.741261537300886,10.11409202044364,37.632531240777546,83.87377254748205,20.75294078042967,43.65903442745274,47.85363779053259
58.52276419122315,57.72867110283004,10.112106138424524,37.63089625367935,83.88168361217471,20.766958879945495,43.662402963319366,47.840003215382325
58.52110052637699,57.72502775497531,10.123771157734827,37.63603214435313,83.88840890847348,20.758383292018795,43.64484127048096,47.84252835069369
58.524263135694866,57.72860829912267,10.131608531905282,37.65073288542972,83.87493399616133,20.768022839563624,43.636519590235295,47.83184715229641
58.52734932807526,57.72633472965977,10.116291908522005,37.6572963796471,83.8671206761401,20.762994125191945,43.623757938670096,47.822895883484854
58.52680761293994,57.730412639792625,10.11924323878575,37.651910017554954,83.86094493460986,20.7634291732368,43.62898852214648,47.80545474447615
58.53598070725803,57.72945171359736,10.121739317183861,37.657124638972846,83.86383603373378,20.75853242219484,43.61801698850745,47.79175909162367
58.53653453589796,57.71297620080627,10.117644783572214,37.68498602300237,83.86383465810323,20.76697666664677,43.61887922480818,47.78139519533473
58.52375131435435,57.707607437937625,10.124466388556728,37.675119440345405,83.86409312357662,20.772868125814536,43.620964431314505,47.79243883636656
58.51811644575227,57.70712281740284,10.12620390614001,37.693695698315146,83.855815202143,20.77861058355327,43.623168892305635,47.78748837288396
58.521349191563026,57.70584198605016,10.13630020346161,37.7009344818719,83.84518901385255,20.769046619858194,43.628765754209326,47.78039699920361
58.53202002122834,57.693456144940725,10.143888274646288,37.694966058671746,83.84411395206327,20.771980207848976,43.61927011402817,47.77756580954914
58.50570906646257,57.69191595769967,10.15528950545102,37.692871399865886,83.85305881340066,20.7801095292855,43.6026602423211,47.78776663453473
58.49923190273709,57.6869339569999,10.14593393526421,37.68756857820391,83.8526322319735,20.786562599902982,43.59379776951256,47.78402552215561
58.503842424772415,57.70544207157787,10.1764692928287,37.69752761378981,83.83614812665543,20.7951778356951,43.61113148565181,47.76491694145051
58.524116590130326,57.705329844625545,10.183183666564231,37.69248059118668,83.83608570158705,20.787444271847242,43.61648176854342,47.766485093652214
58.52047537503048,57.71038833828136,10.19581795408657,37.69323141808759,83.83348760161209,20.790719304727915,43.62312603293541,47.760349444901706
58.519573724680605,57.701120358591595,10.199855044859982,37.681219604905465,83.84131842986818,20.798156608962604,43.636690428780305,47.75302349239551
58.522766303850666,57.71573846698898,10.214055296843119,37.69355873567486,83.83897290866548,20.804006796358077,43.64029047374266,47.76594429420529
58.507489494599675,57.698948028102436,10.21727013276228,37.680393028666224,83.83049266915017,20.797525489704874,43.64104826999102,47.77201543023997
58.501089203849794,57.694716853856455,10.21197476444457,37.684757049858725,83.8304636213608,20.78621670862529,43.63469567502382,47.766805325471594
58.47954137592091,57.685296169571274,10.224140033826323,37.69678123612795,83.81759045988034,20.78222785275875,43.63348005285946,47.75304559518737
58.48510282730929,57.681455724572814,10.219368042914152,37.71129122098095,83.82149961095278,20.77698146439413,43.638248013357696,47.75011857663237
58.49332172390218,57.67069855354796,10.220595060098997,37.71173344292477,83.82115464189822,20.76966734364672,43.638923122400236,47.738209841599314
58.48016192311738,57.68092317891528,10.222392202287702,37.708575804188634,83.80188270927482,20.773433386792878,43.643627123194406,47.73992623603081
58.48561056051813,57.67927009327969,10.203668238633703,37.72033898173698,83.80337652160176,20.786954142936708,43.64135783387923,47.746922776460806
58.48622437127319,57.702432434029696,10.202105186066497,37.72428103459696,83.81952538060128,20.781311113337033,43.63095887660531,47.74866859934923
58.49007135346533,57.69530882355226,10.19840004427201,37.72247256277113,83.80883348552148,20.768099906931873,43.62537600364654,47.75618870304309
58.493738474339125,57.6727467787875,10.203968707985258,37.73220763726385,83.8015193172496,20.769524185717888,43.61946574260639,47.74982067871695
58.50142148975863,57.65964394903232,10.210793477783072,37.74551660976649,83.8204235477353,20.76494912899375,43.622631635471635,47.748017001021964
58.499172279285894,57.659641938973365,10.214558339317978,37.74799535221072,83.8191605315875,20.754995494922237,43.6198647594882,47.73694499397467
58.49836799081582,57.65618754441196,10.209662422727236,37.73576045577198,83.82249349548931,20.742202034279,43.62110464580202,47.74114615851936
58.48405063477003,57.66104519463056,10.229585947286498,37.726896021417346,83.8283976748432,20.760200102606646,43.62881455117517,47.72475128814901
58.471636850952486,57.66706903132671,10.218668182037376,37.731477073951496,83.82334343214875,20.766249269654136,43.62797184089363,47.72357117192815
