doppler_1,doppler_2,doppler_3,doppler_4,doppler_5,doppler_6,doppler_7,doppler_8
-12.636976664564086,1416.9775409500705,1998.020489463471,1403.0978740433561,12.82105812938892,-1406.8918698900068,-2002.6614968643037,-1419.7429554536432
10.240825586368391,1427.1866694379332,2006.1260984904593,1411.4217191475657,-1.1717611624169804,-1408.8506331616477,-1999.2225547821927,-1402.6714032920895
16.46545479996386,1425.1900800334763,2003.6630952155558,1419.2850056520565,-6.158280869120447,-1411.3135005833662,-1992.808882656424,-1429.8147562341971
23.033597885151046,1414.122638360669,2015.6190254786945,1422.6816794328768,13.149822731741061,-1394.417405066738,-1972.7340275417707,-1402.0098453731962
5.680316287824461,1427.4114555047884,2020.9497356361837,1431.1269609502801,20.023467261717443,-1402.6846900287774,-1988.8717416864163,-1397.635678242091
11.223040887200955,1446.4455788409928,1996.4498016711866,1411.3513318209732,22.075494670354807,-1387.4292415193613,-1982.123683877501,-1393.6409149025287
32.97046248354424,1437.9048762767875,2017.7304158142692,1428.7617433578087,27.237914100781968,-1400.7621973664588,-1959.7305821005937,-1393.0704560347149
7.2116573992110595,1418.7716203053872,1990.0016029076087,1435.7944823599541,-8.100664564162042,-1384.5861478799316,-1976.1201253769477,-1399.1407011122335
27.187268189297136,1436.5463127661687,2010.231863061415,1415.8291503645294,25.311117597976644,-1387.212078989691,-1980.8245073834241,-1392.4402163360921
34.754169991613416,1445.23529612433,2036.2787418864211,1438.969018179777,19.990843884205443,-1399.6041283687641,-1982.6699940451954,-1374.0459788226635
27.053772624340837,1434.693425587096,2029.5751417372735,1449.949322970588,36.997968482109556,-1397.3456593358667,-1959.7252424324404,-1379.3260021367873
56.971676771538334,1447.0370372786158,2034.0302526952512,1438.0354906657342,44.33995164301333,-1367.4666281347731,-1973.6554835701768,-1365.3877931592847
37.0766128492532,1460.3431138400788,2024.9775011827298,1442.9054929838621,35.3503833188562,-1374.1687455613207,-1947.464456480637,-1367.8505914371315
30.365365584582367,1450.9107888562778,2052.3618553940287,1458.344380561061,27.0863773287015,-1372.3277259361046,-1951.606643125681,-1360.7137745590394
32.56793974797281,1474.4069531757941,2052.469116135616,1469.4550667529716,39.00783846336987,-1375.711120511982,-1963.6529631369087,-1376.847376846279
63.19564415909645,1460.4504968789129,2040.7012907550607,1465.8578698340511,23.870566878435994,-1368.444409505728,-1958.7678057478167,-1372.5043373213614
53.849843128224464,1454.8444349850636,2058.962921879904,1456.5018137150448,42.26795817691098,-1389.089011773304,-1943.959068622384,-1359.6745931505063
48.91127490633493,1451.3676219354243,2052.011987163464,1463.5612452774405,42.325355515927995,-1384.0810271825287,-1940.3051502323108,-1377.8225881191647
59.21906090595982,1470.1617650363041,2054.3929951121777,1489.2915614689211,57.565047902785686,-1372.6385141855724,-1931.7442424059827,-1371.1333443512226
49.99333857426601,1477.8397285200028,2070.3277340491586,1466.512109968031,68.27280318748083,-1356.041144522404,-1965.2519768411764,-1377.796236235396
57.321267635684364,1480.8482577751356,2067.572199553406,1486.8526114939145,50.23548652312206,-1344.2994363987589,-1918.0374844207513,-1348.3886713580268
64.31396217618871,1490.5391805791928,2067.5105935139873,1476.4524327606684,62.20836473053172,-1347.8347369964836,-1923.6358771199477,-1351.384009317071
69.76209623237398,1479.5019967056596,2046.2677926311992,1479.8787386872814,78.25621926557871,-1354.9670752879426,-1931.703136284147,-1333.9905593253516
66.73253699060848,1486.590168777145,2083.797544692567,1484.5705279799197,76.8057516944162,-1342.076986627753,-1918.8016697291318,-1330.8480303186793
84.66562451253783,1495.584179425051,2065.6434191308813,1508.9204847160634,65.7152460007649,-1342.6376226494,-1936.232597387767,-1341.2285217240026
75.0088669442718,1494.410733185482,2082.0364615976428,1494.297877424809,78.77619389302693,-1311.753015028478,-1936.9666918626438,-1333.311380710182
71.37695026482997,1470.2097791064484,2074.72501060926,1502.3450322965537,73.11656485354013,-1334.6131834812402,-1912.7809135766513,-1343.6194060184566
83.77626063871196,1516.2152456278984,2079.6761380613807,1483.0755694920672,77.57334214475986,-1339.6967133730889,-1918.4373990841748,-1329.3191911621443
74.94347611512447,1509.7055770129261,2075.847503165489,1504.812953798508,83.28501682839037,-1337.7667237887467,-1919.9829903465418,-1338.9699298569428
108.2339113828165,1508.3418954425244,2074.039765068646,1500.6345695870202,95.1688006097223,-1312.5027850410058,-1889.6489743108314,-1334.0782143735769
70.8497063715512,1512.314265995113,2108.7364216695623,1507.1021023358226,85.05772977441474,-1338.8482759958663,-1910.463124581187,-1334.8379855106634
79.05259748775148,1515.162830990501,2094.551051091612,1520.116368774871,79.06025195463735,-1321.5994053569054,-1889.2033357122862,-1310.2863109175516
109.01181426995755,1518.1949043491438,2102.157216151254,1521.9531299816638,108.46571562460574,-1311.728618171535,-1899.7498595380912,-1338.2208516666135
95.09615048165554,1501.4455727471966,2105.341495573,1522.333786505401,95.18368457279868,-1308.8242262844797,-1909.0515268580186,-1317.2171713948585
85.45444510966212,1522.6415812068024,2101.227334616468,1518.1424834691109,99.50492354736413,-1303.7738209012082,-1891.1703775403398,-1311.1031749177334
118.14787145832585,1523.579642847102,2123.478298126074,1509.0754158580187,92.73296272592083,-1294.1998325330846,-1882.3658973647339,-1293.6721266520221
114.83943883051715,1540.1468388638018,2098.981573752809,1515.7290820193143,113.75285210167885,-1307.137727046822,-1889.9027480619884,-1302.3144581564645
117.38081103282906,1516.0990219841044,2120.8765947568827,1555.949670123993,108.9420532817523,-1281.2083575348854,-1899.3268966297576,-1296.8454446031262
115.08172699997698,1528.2802551943082,2111.5425253819617,1522.7649881198042,130.20313459458987,-1288.4190036959876,-1901.975503288022,-1290.3789488315565
114.71978911468945,1544.6867431981707,2113.4548373984117,1538.8787374562419,121.87752789234179,-1323.7865447991642,-1868.8017047376682,-1297.285296984151
111.04167035786469,1526.2622301362135,2099.375914461478,1562.5473932588743,121.25389666978975,-1280.7061851305223,-1862.188720804351,-1296.6705783115926
108.41518929628003,1533.156369543111,2116.6778146015927,1540.883066635888,112.14564237395771,-1275.751153520157,-1861.8962062547325,-1291.8408366103372
131.15518576350559,1554.305206063097,2122.7340615580647,1532.4293702607195,120.09417580307617,-1288.9738045946465,-1889.5747808116519,-1290.0773360503042
137.91469366255834,1565.326301724827,2124.92314079545,1564.4009453783212,131.78764213243488,-1269.7615151323473,-1865.3375908495057,-1279.503016535269
150.5757450449278,1554.2568878171107,2125.01225236757,1547.0305608957258,123.87062440503229,-1270.2994246088958,-1862.5492537291116,-1255.7767765333133
134.2395385827857,1561.6898118605347,2137.4928881393503,1562.3265703553345,140.30577088018006,-1278.2373844235085,-1862.8729807912157,-1289.0431542630688
146.91425271119965,1566.2265633404684,2119.2487763111253,1543.166120101722,149.21580454358232,-1275.3132226196012,-1853.813926522086,-1286.82557155198
139.63011029082685,1578.9744301913925,2136.162735951568,1571.630168906868,149.07410023035322,-1260.7198444156375,-1868.2624076983136,-1272.2917106724205
156.10228082945648,1564.4690460528705,2142.435915686589,1562.6087424879192,167.89055861072526,-1252.3939720479652,-1854.6247599343649,-1269.9552597179952
140.152383531617,1581.3320412494513,2143.561741692484,1553.5178486366788,146.06289301564422,-1258.0107944624338,-1844.1068153570816,-1265.1295274895383
164.46517276543463,1569.1959807993896,2152.9749528323828,1554.2382818952624,174.91485940115044,-1263.1490801052041,-1839.5967652583968,-1262.077301367738
170.25425611202303,1563.6260067459573,2153.2067051810955,1589.77257623462,154.07211418244245,-1245.1110955092029,-1838.7337210438425,-1253.0033944577945
165.5970560992638,1565.2008867614356,2166.9937093197636,1568.019689893349,159.08989263385604,-1247.8300451642451,-1840.3236901825144,-1249.3115531690073
163.7361454812694,1586.2727447726006,2169.2145527111065,1568.1246271986265,168.05582857494284,-1229.6041133362578,-1840.3949475721067,-1280.7476875464602
