velocity_doppler_1,velocity_doppler_2,velocity_doppler_3,velocity_doppler_4,velocity_doppler_5,velocity_doppler_6,velocity_doppler_7,velocity_doppler_8
0.09972546289695843,0.09755899155746042,0.16786849590095482,-0.1772390094207381,0.027206720525984832,-0.025975788639154677,0.00811606198286078,-0.017393547009928893
-1.1843247265201031,-1.1744428631881982,-1.4811786462787584,0.43442704651857356,-0.6895688998534105,-0.4759821905375605,-0.586353729252895,-0.4003142599662976
0.38724002115077544,0.3859425258436306,0.2885240652901478,-0.11458584262184064,0.4032180052403108,0.3026411459222516,0.3813052613631506,0.3623010765305258
0.12196505781901622,0.132764664461981,-0.3610584805911543,0.8513709570374685,0.4866274512313272,0.6412839632659426,0.55610262845501,0.6484902702206872
0.6641920561826719,0.6469719514883665,1.2421081178613274,-1.2098493883993957,0.06878973375245837,-0.26880763427935833,-0.0690381745727485,-0.2614673608922551
0.8187596990468567,0.8185313330169657,0.6245489546983156,0.1413893859277126,0.8152259520433566,0.7252870438413753,0.7902796470337571,0.748498014476139
-0.37791244240904776,-0.3725418864216031,-0.7157593349070233,0.10954193041681651,0.0041935371558389995,0.014614389490835803,0.048849555410727996,0.16015167358424273
-0.8311861483266471,-0.8300891536330663,-0.6126968851726041,0.011582535255086429,-0.856296619991129,-0.7128137590394091,-0.823185280857079,-0.7848354463848745
0.5993484182686046,0.5977997135033364,0.9326578618680332,0.575646018714219,0.13355358026341418,0.30906991361670294,0.1180197209319338,-0.015923838547268518
0.4217401240806849,0.423600996933575,0.22501062521786794,0.2126369579412368,0.4998683002164989,0.4778759248343029,0.5004257118185071,0.49979057633473906
1.1660811253082883,1.1583001519592078,1.3179603552366381,-0.24960289415321,0.7952243298648578,0.6136374200607049,0.712210644620807,0.5597384855062247
0.07416224832309176,0.08015563210463471,-0.20072241711601868,0.48049700325166184,0.28161656084477,0.3668188681705356,0.3194090868937158,0.3712739807272978
-0.9223653001762977,-0.9213169538207782,-0.8716525834392875,-0.29078708840558304,-0.7565488997736045,-0.729935991878052,-0.7271227175418581,-0.6440004670531093
-0.33146805739723406,-0.3268806314617415,-0.39417280099781143,0.3676637976227367,-0.22557069500583007,-0.08597752110868258,-0.1843658322987208,-0.13739803874774786
-0.9638418169701939,-0.9725353269499032,-0.48825913655586295,-1.0566025725341255,-1.132172616975184,-1.2527429899149842,-1.166271257841186,-1.1706379235165323
-0.8177949589477767,-0.8125809506082754,-0.9611644563887843,0.06604146269133362,-0.5177723083696826,-0.4312186978821629,-0.46431718436941083,-0.3489285251948319
-0.2269444236624986,-0.22329967670536902,-0.37343622084202305,0.19725373689231007,-0.05691071515685098,0.0012647131283317172,-0.02653958578070202,0.02906477312388002
-0.6517556079221274,-0.6489627929960159,-0.6180405070203355,0.09230005066374618,-0.5501568753557324,-0.44017971227762154,-0.5139613014965332,-0.45269759615643423
0.28574418224200854,0.2900947291593436,-0.10988975753490555,0.22750518981920068,0.5736015708564122,0.5326231341381503,0.5924528858798674,0.6486327572218891
0.6451108530008736,0.6419289126668137,0.7590892358287089,0.05495454906904172,0.4011629735868574,0.366221127725103,0.36536902753556133,0.27388626792683984
-0.21427285759347683,-0.2154016395367835,-0.05864991804797306,-0.052887951797469454,-0.3080831350470085,-0.26950339676123514,-0.30843579753025546,-0.31960720294275063
0.08806029110176544,0.09346128077303327,-0.32173586933463894,0.2600607369056931,0.4283821021305016,0.41831915199544306,0.4602149088996891,0.5400114768999335
0.4289746086602956,0.43660435782454193,0.2472495499029041,1.1625260893075111,0.4356100841285084,0.7062036647828094,0.4856013471805956,0.4859147526209202
1.4512984537469045,1.449976788950469,1.489829139006859,0.7242982753923253,1.0659606544670839,1.1283078795948778,1.0288894012743353,0.8733446626904204
-0.404368598831054,-0.40549753508075786,-0.01700214792337801,0.2454982885423015,-0.6870212152025822,-0.4915697561726048,-0.6753445329906316,-0.7134148085223304
-0.8209021323289853,-0.8197420151018492,-0.6599138052859818,0.008811720527068669,-0.7949161321641594,-0.6670373899119382,-0.7615559770484437,-0.7100783308882125
-0.7826296205882408,-0.7862303912548082,-0.48098624907943427,-0.543788416815551,-0.8603817751297134,-0.8783948263095991,-0.8660448515693675,-0.8518008443384206
0.42800040760730346,0.4243837568441041,0.45919555237757614,-0.3021350633609862,0.32621700577838464,0.19113505747574722,0.2874580037933702,0.23340765380289671
1.8800262732683193,1.872076155680191,2.1295719619500213,0.27340848590877687,1.2363119898358,1.1552833986681474,1.1438909028493904,0.896279247941312
-0.1410416162492319,-0.1405500283588862,-0.31992795223787696,-0.32595570923115197,0.07091830059478467,-0.047257466359135844,0.0706647417570833,0.12126776800211513
0.28990415537521613,0.2906584153674624,0.276373534260556,0.29024574810519715,0.22397488111603137,0.27669137329544985,0.2249851712051682,0.19990797925002593
0.07029481688302783,0.0701885850727095,-0.08644234352678286,-0.2813120913843733,0.21452332376514915,0.09055595416411287,0.20562970925818613,0.22872782752775933
-1.390031425743913,-1.3744800988375545,-1.7834333032335374,1.1169478020877204,-0.7996445529235009,-0.3774309507096712,-0.6554555651108198,-0.41437473053795365
-0.43193221994320474,-0.4278838928118493,-0.46464953503692386,0.34928713572372155,-0.3310411137611831,-0.1805988446180301,-0.2905991720967806,-0.23434399656010466
0.15125605476489026,0.15527396215070535,0.1760667224950373,0.7905848706038254,0.04984788603044601,0.2793480323281237,0.08040613425040627,0.06811995309842717
-1.6099739574080953,-1.6078964807387544,-1.386944271271229,-0.20849241275002342,-1.4590936955650204,-1.2961103637701004,-1.4038572388206583,-1.281810617919397
0.32519819190543797,0.32879462107494734,0.08022348746857508,0.3446569371735609,0.4596416592842564,0.4802741231557999,0.47418582536720716,0.49494996070268754
-0.6757668840261425,-0.6816954353155132,-0.47114335949734365,-1.0724384271698366,-0.6549506747048901,-0.8682520797454605,-0.6866688969740605,-0.669586968036934
-0.5048882971415602,-0.505459416031586,-0.5056619155144705,-0.42193989036047247,-0.3716358052690346,-0.44426512981830735,-0.3680157213393786,-0.31895390046308464
0.28541428120929907,0.2843697783020161,0.44957819608621524,0.3574764181138024,0.052976517207568734,0.16360509354252978,0.04777091274433692,-0.013043568254482088
0.8318231071540853,0.8368506123079216,0.44584986791833364,0.6467212808465406,0.9688852573703839,0.9974759373821195,0.9816397936477228,0.9817729884306217
