elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_7,elevation_8
75.63650994638063,75.30002311531486,72.92171783090424,16.25547615141395,49.33793728196294,46.95346608682771,46.4256292124589,38.936012770059115
75.62323142863006,75.27491263859848,72.92981709193086,16.26460931875005,49.338492613476056,46.952985413059,46.42499168363118,38.94696253490402
75.6163844545041,75.26268020256298,72.92669693631905,16.26342187776538,49.35820182266673,46.951247065367305,46.42634510996174,38.93740836660513
75.61563597459526,75.25431127895152,72.93704457211422,16.237954192672614,49.3699027535924,46.95708587339841,46.42930792175783,38.93342982820526
75.61737157548968,75.24132077298343,72.93662401513429,16.2448801817748,49.36375433138843,46.95150381677729,46.432314595023655,38.93361941725241
75.61084527601868,75.26026006865021,72.92916221019557,16.256022786963683,49.3732175292487,46.95736255635336,46.434266825858565,38.93467074171401
75.61133993977757,75.26018052087204,72.92248945079884,16.257129495805568,49.37332032231894,46.9731353364595,46.42372034748068,38.92892910731478
75.61232502151783,75.25509273452687,72.92214676096476,16.242461349856555,49.36365545809483,46.96238240345565,46.4340443115459,38.92995433093938
75.61732594654664,75.25048146345242,72.92342382691866,16.253670733706812,49.34938628324872,46.957974692056425,46.43854769279159,38.928254609427526
75.61968911241468,75.25202714714663,72.91964065075464,16.241621452434256,49.35475149668635,46.9695820425179,46.44382341978602,38.93888853549041
75.61636903479281,75.24149516550685,72.91730022850156,16.238230573302502,49.354562396280265,46.979298388837236,46.44058667983956,38.9348427597066
75.61445959025022,75.23749656223357,72.92150562353761,16.245241499389714,49.36782134357688,46.984886715726084,46.4353246207904,38.92726916164243
75.61204649767606,75.21876099453516,72.91602818123557,16.244321577580813,49.37545637346802,46.984666386812016,46.419665338137165,38.932441559956146
75.60802488081032,75.21898611300736,72.91187786607487,16.255399644552423,49.361911005098435,46.98128778285476,46.436247727771885,38.93149114793708
75.58708801911389,75.22304899986192,72.9081159695979,16.251615809972588,49.35882340902368,46.96367250987284,46.44629261977484,38.932623952218755
75.59847805791748,75.22537371686032,72.90917218057776,16.257439712738716,49.361510140642885,46.9537881342025,46.46314254905216,38.92994264276652
75.5859940640759,75.23465125873912,72.90941602290286,16.27305521903694,49.35762045808909,46.958441307193645,46.474471673031815,38.93652599994307
75.58744937860077,75.23674130734527,72.90811662450903,16.257704891392358,49.3481980104312,46.9589136866489,46.502685667417865,38.93213406118178
75.60497676685068,75.24761117444577,72.92046502857042,16.244076397108085,49.358798994929,46.9479305060658,46.519116410497055,38.935774675373146
75.60341581649632,75.24645847935678,72.9196746349459,16.25217447438147,49.35809681061776,46.95614595188184,46.50919977500811,38.93679658042117
75.60050433986325,75.23420226987889,72.92758361247634,16.25922173089914,49.34581776071543,46.95083405646633,46.49460006176764,38.91973093588705
75.59835773084463,75.24287223395021,72.91294127738313,16.269791537576154,49.36111306304813,46.94794211860697,46.47691780534186,38.911379615700874
75.59937212401103,75.22982972423044,72.89958143218267,16.263333711602495,49.3467515328889,46.9519607615095,46.475305529971784,38.940130008632025
75.60222179545748,75.21582597704644,72.91606355910275,16.27154399187551,49.333945520574325,46.95048090035899,46.49056361166059,38.94382379238486
75.6053388993797,75.2173509497845,72.90130712561894,16.284426543459833,49.3179621414148,46.959326168761415,46.49332641393798,38.95554707818843
75.61381377334588,75.22039473740291,72.90934940771474,16.29847469528835,49.31638741289515,46.95791781065351,46.48355170535278,38.953333925273675
75.59963767494261,75.23449315215629,72.90112822543567,16.302675233745195,49.30550107716229,46.97208199511219,46.48924484582215,38.94258170908686
75.59745205090844,75.2267410717261,72.90632710677426,16.297152901009376,49.29442841288861,46.97353995387917,46.49185460642845,38.948811774349736
75.59811097474415,75.21463809392702,72.89104486345987,16.28185822784751,49.29278459572845,46.99142917928177,46.493696260533675,38.952024922316646
75.58374822832016,75.20593503280878,72.86379320805285,16.311933962201287,49.313913784642835,47.00125743713017,46.520430971377536,38.94205779398085
75.58377819655624,75.20198165618838,72.86908478401628,16.305243309619787,49.31024088345046,46.99568953554414,46.51334855710531,38.95551124955793
75.57623991029668,75.20794391523489,72.88803848162487,16.302720971639143,49.289344955530616,46.980317322462405,46.511053323467266,38.944575910293764
75.57455269042376,75.19430621062064,72.86961936709994,16.309310969975844,49.27952739570592,46.983217564343555,46.50356596626998,38.93487079302758
75.57335430492107,75.18517963187053,72.85720130484901,16.299694295571417,49.285226631498674,46.95201179179457,46.50522070225105,38.93575285935064
75.57566925530969,75.17917760343978,72.86151430344195,16.279510451488242,49.281367592131375,46.94725506707043,46.518979880878646,38.93267524845637
75.56717527232162,75.19540809290189,72.86916571674203,16.277654969107843,49.27916519437719,46.96847728653646,46.51587042089481,38.95163238369869
75.57554728462648,75.1999896963105,72.8788261315915,16.27762783839858,49.27215327111543,46.9710827503484,46.51023766810688,38.941114544828956
75.56601367052883,75.20191287362962,72.88055709291967,16.275069213521736,49.27206270603004,46.969850078073264,46.50917924715961,38.95748823052283
75.56124626564028,75.19148276026445,72.89621414629117,16.272195748718296,49.29434508147803,46.95251476465433,46.50191936313483,38.945847002598754
75.56869395346835,75.18375827384185,72.89651842642195,16.286662726597537,49.2669513236581,46.96385467195468,46.49235325371386,38.93623261569864
75.5630024545746,75.18004333590342,72.89938047052811,16.28579180064148,49.25975748279168,46.96665126703387,46.47712810152372,38.93032476740383
75.56315156484659,75.17446788909541,72.89075022805605,16.273669156369888,49.23766593229145,46.98339315092204,46.46751182991002,38.913862741601996
75.56402835060528,75.17412393808864,72.91917867372644,16.27754500737217,49.22757132580406,46.97822110163518,46.462002462969345,38.91269274188372
75.57149655098415,75.15664932031399,72.92442915889954,16.27291147171015,49.208790013321135,46.966744632829545,46.455387258704725,38.88869653049406
75.55993932227746,75.15536809204912,72.92373655319983,16.271052966163076,49.21120412106274,46.96403056252127,46.46427871146676,38.892370991796156
75.54546366341874,75.15301121354328,72.92052364976104,16.268045547198465,49.226757645188414,46.94844250949419,46.47116933011987,38.891487734970646
