accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.001112793455039673e+00,3.671583423514207176e-03,-9.794568234968277665e+00
1.898232179894360216e+00,2.516958796555809289e-03,-9.780842361646383765e+00
2.705723089695440731e+00,6.113452335300147145e-03,-9.796359600926949796e+00
3.435756731324509872e+00,2.711986937277131339e-03,-9.785190835072219429e+00
4.097913293522141842e+00,4.523954329587635999e-03,-9.790405986963136797e+00
4.678284104461793547e+00,-4.716023991646750568e-03,-9.812029307607495809e+00
5.218701166183279838e+00,-3.801572263499996152e-03,-9.802484923709787523e+00
5.686910908205127235e+00,9.504410810279723121e-03,-9.801758923225481368e+00
6.125051614042205550e+00,-9.635477791584509677e-03,-9.801550518256139100e+00
6.504998278837703651e+00,-2.854210863464099086e-03,-9.798832001817700643e+00
6.865188384406447852e+00,3.869680764210033704e-03,-9.790318301755773334e+00
7.174168815101161556e+00,3.897840166717758160e-03,-9.786316645860521746e+00
7.464967261186061798e+00,-4.066992206926359037e-03,-9.801979482268666999e+00
7.712264955232400965e+00,-7.801745157191825215e-03,-9.790952071869924112e+00
7.939171390926010652e+00,1.736201329915805979e-03,-9.793066757307787640e+00
8.145732652096173254e+00,-6.098029353512834060e-03,-9.805828561502782037e+00
8.331277802783404240e+00,-2.437138484664535219e-03,-9.796550656461128881e+00
8.500817972178786874e+00,-2.177425642695105228e-03,-9.798770036887507473e+00
8.650890532976788450e+00,-3.987185250443050707e-03,-9.807586750412898624e+00
8.772334090970199227e+00,-1.394489476382373278e-04,-9.797984640346143692e+00
8.906325401082984428e+00,-1.961078583123240446e-03,-9.791639462157178286e+00
9.013107911094545344e+00,7.044212177407705930e-03,-9.792996617247673896e+00
9.111764992804229024e+00,-6.734270524208104108e-04,-9.801058388332672067e+00
9.199298202370705724e+00,7.697364044606669863e-03,-9.797190690855297035e+00
9.282285500123460764e+00,5.050126889890742092e-03,-9.792730443610720314e+00
9.347230432101618192e+00,1.493529530358303492e-02,-9.790300331663239319e+00
9.417906719425232609e+00,3.137114139388632889e-03,-9.792205012556193466e+00
9.480502119960728891e+00,-4.987766917960910658e-03,-9.807160811713012905e+00
