mag_x (uT),mag_y (uT),mag_z (uT)
3.288603050021909979e+01,5.385863101504215905e-02,3.757491057728781669e+01
3.294482114535655626e+01,-1.994755749679845702e-01,3.771458618938670071e+01
3.282651847098124165e+01,-1.640609354908013906e-01,3.796556990463488290e+01
3.239953713060016582e+01,2.168750005710905759e-01,3.784786767057310897e+01
3.259735884995549782e+01,4.237191386782618863e-01,3.771919549682900907e+01
3.269892265416054045e+01,2.622899116484426196e-01,3.816602147632324460e+01
3.300572440570105215e+01,1.795319004450329214e-01,3.775436375066409056e+01
3.271864699363348450e+01,-6.062053754377261239e-02,3.788512131610504241e+01
3.266071673287736843e+01,-2.307664010012424327e-01,3.788846223538499913e+01
3.288937273741763789e+01,3.831876938231958823e-02,3.794654959143983319e+01
3.269756178345249253e+01,5.882076176899547759e-02,3.795721663119723388e+01
3.288177055096081602e+01,-2.227156193299512366e-01,3.766386827349028010e+01
3.285145520826934984e+01,-8.204048359983846794e-02,3.795325415945944059e+01
3.297757301351948200e+01,-7.550947169733103481e-02,3.765347821874657086e+01
3.273939985229505112e+01,-1.136434991898590402e-01,3.841434643726434928e+01
3.251296267308223520e+01,4.324245029605453504e-03,3.797155877981757044e+01
3.290709566961725585e+01,5.214242065069658594e-01,3.758456334092683448e+01
3.281316306486024104e+01,2.664995397287869272e-01,3.783525159088195977e+01
3.300903128820392851e+01,-1.635238264498317662e-02,3.783693093588449585e+01
3.235370348887234115e+01,1.711070406174845515e-01,3.787431225482460206e+01
3.310547630656783014e+01,4.114712482611126432e-01,3.768575408793478232e+01
3.262791325799614839e+01,3.774447898314048366e-01,3.784743136505499450e+01
3.269349126579683684e+01,2.154541468392548453e-01,3.814476249394302698e+01
3.287131253222504057e+01,3.195469448544927538e-01,3.769036436197276885e+01
3.256799925085866931e+01,3.329439325243637171e-01,3.793220881576434067e+01
3.261465138324121682e+01,1.760743510365040676e-01,3.793868586243073793e+01
3.281686072847712410e+01,2.458159562035847068e-01,3.765893442415111991e+01
3.264349616221236516e+01,1.584562723069032342e-01,3.779976738296717542e+01
3.244795807404511834e+01,3.729573231369380237e-01,3.824955269926395118e+01
3.290235352028379623e+01,1.562358912394862798e-01,3.794040655676984386e+01
3.267281619991156560e+01,-3.103850117647735662e-01,3.767351840275001251e+01
3.256354312740671020e+01,2.650688353178936186e-03,3.794207773911136883e+01
3.251837815118600616e+01,-4.150785194396417466e-01,3.775137907200016940e+01
3.260654805869408079e+01,2.429698460641260827e-02,3.809297692367727706e+01
3.296523670221772306e+01,-3.195120852226314145e-01,3.761842747646115726e+01
3.285165529751766655e+01,-8.390430336241005982e-02,3.778829834899920570e+01
3.252046467914863115e+01,1.589285206365953218e-01,3.777375304661308064e+01
3.235550252417628059e+01,3.821220525159099157e-01,3.787922998963869503e+01
3.248691753649530511e+01,-1.918195328449593118e-01,3.741239249099332653e+01
3.246956729708609402e+01,1.808869406475828168e-01,3.787555174681982351e+01
3.279745009734882188e+01,1.568787954968107190e-01,3.793946046087615542e+01
3.276921893358054660e+01,8.029093359440453437e-02,3.756426497812655185e+01
3.240649789779281775e+01,-3.671089300629892804e-02,3.760837639634745244e+01
3.263180775933187761e+01,5.747209214561419671e-02,3.788909937876661616e+01
3.260961284107290936e+01,1.840084898688594262e-01,3.760067128591649066e+01
3.291123508617241811e+01,-1.913298410865794663e-01,3.781862982408087248e+01
3.252870816227571282e+01,-4.183686664132903882e-02,3.781874655276501329e+01
3.281546951004546031e+01,2.384608850907503352e-02,3.792721988390487553e+01
3.229770432343808295e+01,3.169113745155353878e-02,3.782386187755856355e+01
3.269314912043583377e+01,1.035139726897788270e-01,3.768096887449232923e+01
3.269073633538194912e+01,-2.096660106583691785e-01,3.746183123512462743e+01
3.264309304454008753e+01,-8.180515104792328296e-02,3.796812085169536033e+01
3.255725644240576599e+01,7.749940396856630498e-02,3.799315368727344833e+01
3.228057020346202677e+01,-2.443342612678451597e-01,3.791644509568286736e+01
3.314331750532079468e+01,-4.483724237572590116e-02,3.780942710555509478e+01
3.264735952560126719e+01,-6.424938503146682134e-02,3.781058917783081341e+01
3.260227811817768639e+01,-6.503865220257354363e-02,3.777337596529131503e+01
3.263086858409961621e+01,6.995783109577201342e-02,3.793411351058683323e+01
3.248898021081792109e+01,-2.643645733795305097e-01,3.762665677647915174e+01
3.269889268928252335e+01,-1.571008622275095190e-01,3.783249752632536200e+01
3.264328047414675638e+01,2.123151029885361751e-01,3.773535633668944200e+01
3.241860585646417547e+01,-1.858775653896545255e-02,3.754679323426606175e+01
3.289791929464350773e+01,-2.904916416072421403e-02,3.804581169876907154e+01
3.256844170023396856e+01,2.126123165526282721e-01,3.782362307537139401e+01
3.264265534668192004e+01,3.350458744623077776e-03,3.793945757306194366e+01
3.244776711496071187e+01,1.983388066962256113e-01,3.784333102199205712e+01
3.290490150093193478e+01,-2.440759960998623718e-02,3.764045555646863761e+01
3.259960353571520386e+01,-6.464262657289818748e-01,3.771991040628751080e+01
3.290138277973916558e+01,-1.149235266669644678e-01,3.752420286284352358e+01
3.257744594392394788e+01,3.147941471865242091e-01,3.797456561557457633e+01
3.224577390350071227e+01,2.269247649031102820e-01,3.772938926958200767e+01
3.284194650018164197e+01,-3.079651998672686131e-02,3.799657734581870727e+01
3.231211653785006632e+01,-2.526917531091671942e-01,3.823691643986175848e+01
3.253086522104293721e+01,-6.740058833059592303e-02,3.803429551798480901e+01
3.272562128441489904e+01,1.843489281947610359e-01,3.787868372318785504e+01
3.250391198142170879e+01,-2.508258911789161896e-02,3.764203916276513695e+01
3.237842492551327211e+01,-1.973710068427641517e-01,3.799455739193418680e+01
3.275738427074026760e+01,6.327643226587846559e-02,3.805266631172079883e+01
3.218515905740832750e+01,2.048292828191200163e-02,3.836776595130812950e+01
3.246913860487406822e+01,-1.642290923814108961e-01,3.774233289911809663e+01
3.242960387298120395e+01,4.128455312286422041e-02,3.773583633251480052e+01
3.260811197292860442e+01,-7.926847601143999222e-02,3.783220416556930132e+01
3.254427195428082342e+01,2.795619149440082274e-01,3.731121656708873502e+01
3.270039195945629018e+01,-3.370789666530951134e-01,3.800924749202251718e+01
3.299256524499730148e+01,2.687199184170800947e-01,3.765749342844317482e+01
3.241523397885364233e+01,-3.013260935220024583e-01,3.748604815651183486e+01
3.265563624712895319e+01,-2.187695416992553599e-01,3.768723237538306137e+01
3.259586750915142517e+01,1.462930176170628149e-01,3.785702647625174677e+01
3.266719853581290778e+01,-2.840738300581777120e-01,3.769927970580986454e+01
3.235027145931994852e+01,1.239412908789273016e-01,3.784204428341377024e+01
3.276490147620474147e+01,-1.923082060272684676e-02,3.753021653445916428e+01
3.236763232634622511e+01,2.634379807453999245e-01,3.781035520051759846e+01
3.221770279709240015e+01,-1.186060791872125542e-01,3.798829418606523234e+01
3.232675022401000575e+01,-3.017447786144194510e-01,3.793134736136516239e+01
3.263945033606614743e+01,-4.445077308134721683e-01,3.785121408866788073e+01
3.268559642907229801e+01,-1.853959901407634392e-01,3.805620938919055618e+01
3.256413208303307982e+01,2.861836228301186114e-01,3.799967628769543637e+01
3.274555155461625588e+01,4.359551483205460487e-01,3.776598360771648544e+01
3.230113179928255818e+01,-1.637003507336537433e-01,3.784962988901692427e+01
3.282571959349404267e+01,-9.376289645306487563e-02,3.771151230598948700e+01
3.277543365076019910e+01,-9.313504726832327191e-03,3.741034291384318777e+01
3.264145416592222659e+01,6.238099722136015990e-02,3.763810111703240580e+01
3.267933480370232502e+01,-4.352754674856899875e-03,3.801850567546225079e+01
3.249805117976546853e+01,7.872348343708862606e-02,3.801514578470116845e+01
3.239553615634982009e+01,2.046201769920265034e-01,3.783830681293616038e+01
3.275101412111743571e+01,3.470091088222371778e-01,3.748591324883607001e+01
3.271180304459091559e+01,-7.405750159074346584e-02,3.776003667917548512e+01
3.268694365629509946e+01,1.897023244217820315e-01,3.782144715540941604e+01
3.228822830636789831e+01,3.195298800776489312e-01,3.804995653548989765e+01
3.292983099235669187e+01,-3.029465874448689089e-01,3.775272493633128335e+01
3.262916574329800312e+01,-6.404459823089631021e-02,3.791145932324565848e+01
3.287009263936857906e+01,9.791085872882182572e-02,3.755578981976780284e+01
3.257568798904881646e+01,7.886078624487731503e-02,3.810628607957858094e+01
3.258790994460696311e+01,-9.175966371233401642e-02,3.805859233026292543e+01
3.268134171150531131e+01,-1.985927830343011680e-01,3.809790234914621010e+01
3.253354233507444349e+01,3.903771224352484137e-01,3.787914554406036416e+01
3.260423956808330814e+01,-1.184432531983978763e-02,3.819127718200930133e+01
3.278690580627873175e+01,-1.488985751404747239e-02,3.789419126361681833e+01
3.264375013633464562e+01,1.902353903984277395e-01,3.762221282187391580e+01
3.265058300185675932e+01,3.553851138739010374e-01,3.781495207651810375e+01
3.204259389439393857e+01,1.311567272932799844e-01,3.774134504550345071e+01
3.288524827244928161e+01,-1.848563151185364239e-01,3.791974532182319280e+01
3.272190385725475181e+01,-9.207906171655812211e-02,3.790201545378123171e+01
3.283688452092708587e+01,2.775521872501358067e-01,3.810700846989524138e+01
3.248911025425232424e+01,1.946979923657887529e-03,3.782240801641036398e+01
3.268167639447829487e+01,1.599586376802466514e-01,3.754077908781667361e+01
3.280270381475747143e+01,-1.860086874525809231e-01,3.768539239003717967e+01
3.314363543671419876e+01,2.109039959890097737e-01,3.760659517421145637e+01
3.304854537436342099e+01,2.277095769774155343e-01,3.779344503615830320e+01
3.267422935092168501e+01,-8.911018141971138729e-02,3.817298715481801707e+01
3.271398251789972278e+01,8.914282525438649296e-02,3.791870613386419109e+01
3.256352883787953800e+01,1.550097055933716828e-01,3.767403198502082518e+01
3.263223145272500858e+01,1.488361350162346886e-01,3.764937877625462193e+01
3.278309090846616414e+01,-3.739340267272922569e-02,3.788845767214707649e+01
3.268217017935101865e+01,1.498549087323403917e-01,3.809980260783967765e+01
3.259335078511443839e+01,-3.710422133743015299e-02,3.763696065768536414e+01
3.289692548533029282e+01,6.777246930412182679e-02,3.783931898737756683e+01
3.267617374607047509e+01,3.171727179961560950e-01,3.793684487521394999e+01
3.258912466943576902e+01,2.775036707890509713e-01,3.806674461184035607e+01
3.303435889031414519e+01,-4.452214553979236961e-02,3.821450604908211091e+01
3.281337687446772833e+01,3.556391933658444721e-02,3.807410795155660566e+01
3.296084954692073410e+01,1.784447256224940548e-01,3.777773161714978301e+01
3.268644042087901624e+01,9.413963753798826328e-02,3.801826984989930480e+01
