gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707454480672976002e+06,4.688697167683163658e+06,3.360107487388886511e+06,7.049611798739291224e+00,-7.154369591069441370e+00,-2.755684158840860931e-01
-2.707455900718609802e+06,4.688697861949533224e+06,3.360102997358929366e+06,6.962784575869815917e+00,-7.086319531078732581e+00,-1.468063448576995278e-01
-2.707455914093567058e+06,4.688699043700973503e+06,3.360101419460455887e+06,7.212508679977253756e+00,-7.064604410253729760e+00,-8.988582969714209447e-02
-2.707452901916955132e+06,4.688692509633043781e+06,3.360100061360864900e+06,6.910702579507540300e+00,-6.945030181212337617e+00,-9.351746816227003711e-02
-2.707453933584438637e+06,4.688698439058592543e+06,3.360109114952483214e+06,7.066655084927150554e+00,-7.071815957507480377e+00,7.655308862643091239e-02
-2.707456399279477075e+06,4.688697799290760420e+06,3.360098627357089426e+06,7.245307428823902107e+00,-7.265308492157414477e+00,3.180202866909745407e-02
-2.707457141910324339e+06,4.688692992674068548e+06,3.360103049310491886e+06,7.108962918638761508e+00,-6.999280498309748744e+00,2.892191691672327813e-01
-2.707455333608841524e+06,4.688695672402583063e+06,3.360110580381656997e+06,6.946009550939844068e+00,-7.094282613518538838e+00,-2.495432461008203207e-01
-2.707443866901931353e+06,4.688689041685936041e+06,3.360096608160721138e+06,7.132521334778210154e+00,-7.008590530712190514e+00,-1.714087501934277447e-01
-2.707453353925671894e+06,4.688695910049431026e+06,3.360105814863580745e+06,6.930639730277121657e+00,-7.167441123928760760e+00,1.580952170100252512e-03
-2.707454465358305722e+06,4.688696912497396581e+06,3.360100255408078898e+06,7.234450097161867710e+00,-7.066834894900716257e+00,-1.757590022922536355e-01
-2.707450561820334289e+06,4.688694208966049366e+06,3.360105734404493123e+06,7.284794854101179773e+00,-6.955319847996165983e+00,-1.216454606802549604e-01
-2.707451110013049562e+06,4.688685800590530038e+06,3.360109398933071643e+06,7.390212229185214809e+00,-6.897076627976887586e+00,-7.696129232322493352e-02
-2.707458113488862757e+06,4.688692025815201923e+06,3.360099297754677944e+06,7.519310700642006573e+00,-6.735044256657628736e+00,-9.667793487766519755e-02
-2.707445080827191938e+06,4.688687457053099759e+06,3.360104893987808377e+06,7.747256127313757901e+00,-6.575763587184320080e+00,-2.686947464083763726e-01
-2.707451674637123011e+06,4.688685394422435202e+06,3.360105171653128695e+06,7.728762449853049610e+00,-6.288529316311552542e+00,-1.923282590371165335e-01
-2.707447096522607841e+06,4.688689648513037711e+06,3.360105488922399003e+06,7.916026933898832496e+00,-6.127154789883721975e+00,2.136128835285706629e-01
-2.707442616415655240e+06,4.688687876234967262e+06,3.360109404640734196e+06,8.171360596790927744e+00,-5.942985015815540173e+00,-3.933316377270275610e-01
-2.707444301115251146e+06,4.688685712621550076e+06,3.360099991727971006e+06,8.224807168428116100e+00,-5.729908483366817684e+00,1.385348994699034664e-01
-2.707449129125517793e+06,4.688684953814667650e+06,3.360097234517067671e+06,8.507251074648774392e+00,-5.439667333919266490e+00,-4.597187312459197206e-02
-2.707447411113364156e+06,4.688684253162450157e+06,3.360103080176844727e+06,8.511695810896654280e+00,-5.047231633489591474e+00,2.231757151349650636e-01
-2.707443510013084859e+06,4.688684612009139732e+06,3.360104377745955717e+06,8.685039726879756117e+00,-4.915100021531404018e+00,-6.320437180919501186e-02
-2.707437879285404459e+06,4.688684877742439508e+06,3.360103377954654861e+06,8.900760128704263252e+00,-4.744193756853985811e+00,-1.104115636849585802e-01
-2.707445999937006738e+06,4.688683990146791562e+06,3.360110315628476907e+06,8.836689412105036112e+00,-4.355137345250885694e+00,-2.862736691862369232e-01
-2.707439742156563792e+06,4.688691251717030071e+06,3.360096439077171963e+06,8.984697606067934217e+00,-4.218974739658960971e+00,1.081887651334264289e-01
-2.707439377184610348e+06,4.688685864498590119e+06,3.360105102013690397e+06,9.045522760202528545e+00,-4.127871084845153860e+00,-2.394662091227811040e-01
-2.707441469253832009e+06,4.688684374170450494e+06,3.360101561357613653e+06,9.286824568050004558e+00,-3.707820003157372479e+00,8.247495612294982598e-03
-2.707435233861783985e+06,4.688682823529614136e+06,3.360108776721486356e+06,9.484130988345937041e+00,-3.632906963075170914e+00,-1.234462890312484490e-01
-2.707436278174009640e+06,4.688683139230618253e+06,3.360094532278669532e+06,9.611655000359785816e+00,-3.364155728099866405e+00,1.829160318535284213e-01
-2.707439722960951272e+06,4.688682516069455072e+06,3.360097137653114740e+06,9.771455658234978969e+00,-3.064103908406409893e+00,7.794239609012710603e-03
-2.707436823143195361e+06,4.688685020749678835e+06,3.360101776377540082e+06,9.573190994171415724e+00,-2.862215946532002953e+00,3.225532603483720617e-01
-2.707433628732427489e+06,4.688685372687759809e+06,3.360104035071443301e+06,9.692962721305784513e+00,-2.637719918510010420e+00,1.629884874254416138e-01
-2.707430974407483824e+06,4.688679134915629402e+06,3.360103358138288837e+06,9.682057871542177452e+00,-2.479587263356566318e+00,-1.552705954293343571e-01
-2.707426677731829695e+06,4.688679621790741570e+06,3.360091895862292964e+06,9.911163713840430489e+00,-2.026241515282575456e+00,-1.286140550608356747e-01
-2.707429228183129802e+06,4.688685431376029737e+06,3.360102381109185982e+06,9.804796099026653167e+00,-1.758973827856271432e+00,-1.475268542334168542e-01
-2.707436460587569978e+06,4.688680126450746320e+06,3.360106180336545687e+06,9.711662820731584489e+00,-1.639055918690332847e+00,-2.647062405851580702e-01
-2.707420099490339402e+06,4.688681033037088811e+06,3.360110051075024065e+06,9.945013527810933951e+00,-1.365113393007326703e+00,1.048717473549517880e-02
-2.707426377020901069e+06,4.688683052903590724e+06,3.360099015702248551e+06,1.001803387132556367e+01,-1.070162347785661883e+00,2.086805666480369137e-01
-2.707426526585764252e+06,4.688680823261516169e+06,3.360093485903631430e+06,9.887166515776025122e+00,-6.490226358995574429e-01,-4.830231758558461638e-03
-2.707426469547305256e+06,4.688683986679799855e+06,3.360103928444027901e+06,9.894289848642651819e+00,-5.118932860861844514e-01,-1.728245624431004879e-01
