accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
6.266184791183788787e-03,-3.180376017871680647e-03,-9.785357728064401073e+00
-1.650426222672174946e-03,-2.325050941880645473e-03,-9.823866271538008732e+00
-1.080467988876779133e-02,4.972355583399870431e-03,-9.789042958730643562e+00
-1.635550346538890837e-03,5.961357991377451079e-03,-9.785240960634913776e+00
-8.027523656770816068e-04,-3.008112577208928509e-03,-9.787053731511210941e+00
2.093140877227654510e-03,-2.938431673349710220e-03,-9.783495690022149915e+00
-4.558352446935578714e-03,4.440917961905144901e-03,-9.807258511691902214e+00
-8.437901079438001354e-04,-4.052735618984844410e-04,-9.797306803329680847e+00
-2.539735390749706459e-03,4.862158423090110794e-03,-9.803053127954726165e+00
5.922531297520732853e-03,1.222182801897785283e-02,-9.795160397361220461e+00
7.868675937370160980e-03,3.233731215621084894e-03,-9.798682661468472332e+00
-1.631103172512026866e-04,-2.630751980623137563e-03,-9.815497785305181466e+00
4.329206265879189156e-04,-4.351340061701290760e-04,-9.797976516407389980e+00
6.442577414696421846e-03,-5.903533661884492398e-03,-9.791012649077185159e+00
-1.477845866893075753e-03,-7.947029856690121172e-03,-9.795129119444400345e+00
2.187909112359214415e-03,-1.012177240340272379e-02,-9.807813841424836809e+00
6.535433562724008230e-03,-2.432251414212405986e-03,-9.808383361480073503e+00
1.006929105571826612e-02,6.616678825867205321e-03,-9.800348279083900493e+00
8.828314549120343246e-03,1.038698061185968410e-03,-9.785842892003064009e+00
7.691900628077869007e-03,6.213758267538887527e-03,-9.791557679664007807e+00
2.755920921439915499e-03,5.290745040983648676e-04,-9.800884110575683650e+00
2.022322076434580895e-03,-3.266072212928675198e-03,-9.812906298628941926e+00
1.832071327477624882e-03,-3.890808348800893924e-03,-9.770925149175718971e+00
-1.784553737396492095e-03,-2.254336292476338734e-03,-9.789070081293028025e+00
4.157351261735911692e-03,-1.536434419209266843e-03,-9.790446251224269147e+00
5.700223487810742243e-04,2.172336387420217298e-04,-9.812248742031105309e+00
4.826651211408547948e-04,7.215477574905422402e-03,-9.794037720624247711e+00
4.482196437030894903e-03,-1.189312119622882094e-02,-9.800050778628786929e+00
1.612294749987021715e-03,6.480255491509153559e-03,-9.789611376243156471e+00
8.740346699200965972e-04,2.603329132377730452e-03,-9.786505355126786654e+00
-3.897011821619803581e-03,5.530978187546786891e-03,-9.805957426237307928e+00
-5.203675843563172927e-03,-1.066221899582200666e-06,-9.774315516877722487e+00
-4.858873454181161095e-03,-2.330374462718706741e-03,-9.794808265742062758e+00
-5.828777083257102865e-03,2.575185397541968763e-03,-9.805819641907971729e+00
-1.209257222945151443e-02,-3.601281607120582987e-03,-9.815367693976979169e+00
3.169726908958779218e-03,-2.197150460533038932e-03,-9.792533395998338719e+00
-6.747862859280555001e-03,1.121039534457499848e-02,-9.792147332235787260e+00
1.190860932035303936e-03,-4.048795123638856963e-03,-9.794244820053169320e+00
3.804998266592269068e-03,-9.222825597353169784e-04,-9.792479904811752789e+00
6.743786818233259671e-03,6.359206962110891016e-03,-9.808352727083960332e+00
-1.656540758992842283e-03,3.354421881520119279e-03,-9.794365267800255737e+00
7.539702069329402151e-03,-4.599731476913483663e-03,-9.792651456954621025e+00
6.157868622861602942e-03,-1.105600332316144900e-02,-9.789897622201829464e+00
-3.974198653670191726e-03,-5.235047696092114990e-03,-9.788715739129767002e+00
-3.207785277395856175e-03,-1.626843550017431769e-03,-9.796768533069743157e+00
-1.854555195644866112e-03,-7.952185983490128382e-03,-9.809356642287697881e+00
3.294601868312185908e-03,-8.937515917346785382e-03,-9.805584118316748032e+00
-6.413441932375958318e-03,1.867606933619237917e-04,-9.789742391581100378e+00
-1.115330158653815573e-02,6.832610859345591460e-03,-9.803429547081886852e+00
6.950075482935151074e-03,4.160384068619189801e-03,-9.782744830664190872e+00
2.300728351025950209e-03,-2.030604493102438745e-03,-9.800482296438188357e+00
-1.061181402561956269e-02,3.619798572154812270e-03,-9.792799632321756320e+00
-1.780948472256253714e-03,1.799577445856330492e-03,-9.797873370780619595e+00
-2.088005807339996054e-03,-1.768800255545975716e-03,-9.792126140701945758e+00
9.962554158184796734e-05,-2.599791386746535139e-03,-9.787938916729531869e+00
-4.484593600112425291e-03,-2.882143990160715343e-03,-9.794444812884275819e+00
-8.652931367584716779e-04,-5.043228109679040233e-04,-9.800018698762819724e+00
1.817919614438701396e-03,5.466034944481355795e-03,-9.796655310843451758e+00
3.098474347881056794e-03,-1.237923188554678096e-03,-9.799697506976285055e+00
-3.609865169389545655e-03,9.194293769007367851e-04,-9.797720850389662672e+00
5.701334186779058108e-03,-8.126206178898948140e-03,-9.776691797583819010e+00
3.384919551382661223e-04,-4.149806440845419005e-03,-9.768192718133750674e+00
8.361829148240443668e-03,-5.520779568092773308e-03,-9.786544522017935677e+00
-5.042174051435673390e-03,-2.352223819230744948e-03,-9.793191964596614341e+00
1.396615398106569985e-03,-6.799055111188402264e-03,-9.791810114163213896e+00
2.860105609661480527e-04,-1.710226108059215242e-04,-9.787272315561580172e+00
3.234658691582502268e-03,1.278876629456959183e-03,-9.792190351189494990e+00
8.395662162023264730e-04,3.590379232041196033e-03,-9.797315605277781003e+00
-4.307209741208856656e-03,9.984767226498460907e-04,-9.801028769473949964e+00
-2.625564434286184207e-04,-3.935311818374070806e-04,-9.796569186509042737e+00
