mag_x (uT),mag_y (uT),mag_z (uT)
2.281043953242517830e+01,2.304300251864611937e+01,3.776602106918511481e+01
2.305361080313623745e+01,2.330639691315882089e+01,3.768522636590664376e+01
2.302011361623861063e+01,2.340034515131909032e+01,3.777174465999186026e+01
2.331240793837896064e+01,2.300667696067890589e+01,3.819311456178753872e+01
2.310292550837922576e+01,2.315125979831617542e+01,3.781837777977246162e+01
2.278579895775654407e+01,2.289547364362562476e+01,3.766295796477724167e+01
2.334059145317272765e+01,2.314542777859496070e+01,3.784560726363172733e+01
2.332841425983287209e+01,2.325890554415084921e+01,3.777598260235561867e+01
2.322803111443255020e+01,2.308781776764559268e+01,3.743380602707904359e+01
2.314674959625028094e+01,2.316763261262272167e+01,3.778261522526953087e+01
2.286323906956734575e+01,2.278806992452516411e+01,3.797318681211869773e+01
2.301983422276190794e+01,2.298389775845236471e+01,3.778363615325649505e+01
2.314905069731586096e+01,2.295914290551672821e+01,3.819272148891054286e+01
2.327383530075650597e+01,2.304831403806986856e+01,3.790773125100130869e+01
2.297111161560748727e+01,2.287369128233734017e+01,3.809934880810999402e+01
2.324074274891680147e+01,2.253547620691127307e+01,3.788823967442360896e+01
2.321093096259919264e+01,2.319984572422687918e+01,3.767348160254483957e+01
2.264640601907632700e+01,2.289013477456429868e+01,3.774527320924682527e+01
2.318860193474750275e+01,2.320981695714797510e+01,3.766580132687415272e+01
2.333103275150174483e+01,2.283150287764804176e+01,3.762443662245098608e+01
2.320756626426007330e+01,2.263291855680416020e+01,3.801338105728763139e+01
2.265751322694364589e+01,2.258234670468020511e+01,3.789607364042751669e+01
2.315442439183167878e+01,2.313051201337450280e+01,3.737589153196094571e+01
2.313292161399613889e+01,2.318911966100270661e+01,3.769539212283520158e+01
2.284943862427721939e+01,2.294410888305273488e+01,3.769775359930747527e+01
2.328915777793591957e+01,2.284865570724371153e+01,3.777931728770832365e+01
2.284224379861693777e+01,2.331555471025257731e+01,3.802067207063019083e+01
2.309532489538407063e+01,2.321847013888396916e+01,3.756832374451126810e+01
2.332196154898523588e+01,2.296600742429342645e+01,3.768009606672433875e+01
2.314094230429344634e+01,2.304483199820277406e+01,3.819140908558266290e+01
2.307256918867671303e+01,2.302433512092029488e+01,3.768223136981514898e+01
2.337192812253119101e+01,2.317495679662545882e+01,3.753893390935091645e+01
2.347027100716945469e+01,2.317326303958419231e+01,3.749225476138150981e+01
2.277006878610525575e+01,2.331520199865180842e+01,3.767446980453687644e+01
2.312819629158961732e+01,2.297792433911126508e+01,3.751428540987839710e+01
2.318882275019134553e+01,2.289468546184353315e+01,3.771662965662729761e+01
2.329568755955189019e+01,2.334916237771707515e+01,3.798487126649380485e+01
2.313129665772975940e+01,2.325935531434047121e+01,3.779003916363639348e+01
2.280116349527730080e+01,2.294166825015361511e+01,3.790635172987932577e+01
2.303246386929460954e+01,2.291124021456473514e+01,3.797825748060013495e+01
2.293195588668118035e+01,2.305992083958597050e+01,3.762972293178044936e+01
2.305293292885049183e+01,2.317238007321765281e+01,3.804977893486056928e+01
2.282706949877171709e+01,2.306813796489501556e+01,3.791339813769393885e+01
2.386398600924673019e+01,2.297695770981386687e+01,3.821203537578435316e+01
2.303496143896922277e+01,2.292043266553563186e+01,3.789570366732736062e+01
2.304647839791884323e+01,2.296963678967913935e+01,3.782077319794004922e+01
2.307499894218042158e+01,2.318397042997200685e+01,3.791140116178168284e+01
2.354115610953279614e+01,2.289955545311380547e+01,3.774716226774246053e+01
2.328603289894020989e+01,2.346510343063794934e+01,3.784187951544524253e+01
2.305813258125681031e+01,2.340250371590471090e+01,3.755420603464617102e+01
2.317178761741384463e+01,2.307225621397950022e+01,3.801266083010798980e+01
2.306362959573338145e+01,2.314403177662916988e+01,3.799591603921759031e+01
2.338834238895000084e+01,2.309615262455513118e+01,3.740256385886852541e+01
2.310644406427843833e+01,2.315500698269982394e+01,3.820394487134301897e+01
2.272189126600633102e+01,2.292494366983287435e+01,3.785009849370108981e+01
2.347285579726771587e+01,2.309037492304003081e+01,3.781017245858064513e+01
2.318048605261673956e+01,2.315394521642884484e+01,3.782042283886857348e+01
2.284369609780664945e+01,2.298440250487841396e+01,3.772809901907321262e+01
2.299082950181303886e+01,2.310286360747413070e+01,3.790916711270990902e+01
2.309114757813642882e+01,2.311466748237356228e+01,3.777665377294987081e+01
2.331258865862196927e+01,2.274376456734773910e+01,3.802706991860819841e+01
2.295491506528853165e+01,2.305114731563616814e+01,3.738571196046304124e+01
2.298358874101761984e+01,2.319810525844182791e+01,3.793310286055223202e+01
2.334471915856561708e+01,2.300570519077884413e+01,3.786190999159217085e+01
2.313874850504147673e+01,2.305512630604203039e+01,3.801761262506698813e+01
2.341565795470457445e+01,2.332629273414995907e+01,3.778451280604361529e+01
2.316693818857734399e+01,2.316807690832078492e+01,3.772918792474442995e+01
2.364946230335667821e+01,2.299569266642125598e+01,3.791940347173831327e+01
2.317029104350180546e+01,2.286036057459720183e+01,3.843144849645367600e+01
2.333221139141751621e+01,2.313393164660385182e+01,3.787951689760215146e+01
2.288626677752251126e+01,2.303551121672824920e+01,3.784496794554353016e+01
2.318011160251222691e+01,2.283562876416270626e+01,3.781549377738477347e+01
2.328689015378963134e+01,2.319153489570808446e+01,3.758168202639995314e+01
2.304166080463065924e+01,2.326428791874869617e+01,3.781330911711611975e+01
2.283732204377653474e+01,2.297466210605460546e+01,3.778568315463988370e+01
2.279422429078498880e+01,2.339710356666573787e+01,3.832800045445318204e+01
2.296468571350842325e+01,2.310760509048033029e+01,3.807924168442509227e+01
2.302680963014328341e+01,2.349851011010047941e+01,3.792345823203601185e+01
2.279133811355269756e+01,2.316962181467680182e+01,3.799283547029317276e+01
2.317348899734848544e+01,2.322078650629912033e+01,3.784866109263592904e+01
