ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
-2.706880479755518958e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706879630755519029e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706878782755519729e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706877935755520128e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706877089755520225e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706876244755520485e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706875400755520910e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706874557755521033e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706873715755521320e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706872874755521305e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706872034755521454e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706871195755521767e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706870357755521778e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706869520755521953e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706868684755521826e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706867849755522329e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706867015755522065e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706866182755522430e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706865350755522493e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706864519755522255e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706863689755522646e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706862860755522735e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706862032755522523e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706861205755522475e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706860379755522590e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706859554755522870e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706858730755522847e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706857907755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706857085755522829e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706856264755522832e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706855444755523000e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706854625755522866e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706853807755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706852990755523089e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706852174755522981e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706851359755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706850545755522791e+06,4.688711955664515495e+06,3.360431434122325853e+06
