gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707029417374339886e+06,4.688714039728947915e+06,3.360433536747587379e+06,1.001186235354499559e+02,7.226122735318353529e-02,-1.308515557239209870e-01
-2.707015637987110298e+06,4.688712104984160513e+06,3.360433938485771418e+06,9.976697310968722832e+01,1.483022125376383671e-01,4.476509164582704453e-02
-2.707006889552520588e+06,4.688712632797000930e+06,3.360426685355229769e+06,9.875240901516808378e+01,9.017939292052174968e-03,1.656402968830311961e-01
-2.706998254086153582e+06,4.688714592034452595e+06,3.360429636122721247e+06,9.790405856282514208e+01,-9.578778710005525499e-02,3.783021861814392546e-03
-2.706990722367187962e+06,4.688712392019669525e+06,3.360440993171125650e+06,9.695754157182581423e+01,4.063112852484201259e-02,5.469062241105639155e-02
-2.706976219957491849e+06,4.688709871443510987e+06,3.360426966558776796e+06,9.601442847533427027e+01,-1.634802389978019452e-02,1.056698074099454987e-01
-2.706975088953115977e+06,4.688707196180092171e+06,3.360432411050359719e+06,9.499143810478274474e+01,9.088944244774740944e-02,4.393779560152977909e-02
-2.706959388004000299e+06,4.688712465650126338e+06,3.360429804745234549e+06,9.375846016983669529e+01,5.714983946168819551e-02,3.111508646672914505e-02
-2.706951130803245585e+06,4.688711598145758733e+06,3.360428912538147066e+06,9.271082420369000943e+01,1.846133945574050250e-01,-2.951380413878635367e-01
-2.706944053343908861e+06,4.688713083705333062e+06,3.360425606821937021e+06,9.180076000786314694e+01,-3.410093546802568654e-02,5.823878405916906205e-03
-2.706931630520705599e+06,4.688710692367675714e+06,3.360435831981841475e+06,9.084730392866927673e+01,-1.270093729845600365e-02,-1.139991960940773680e-01
-2.706921161816971842e+06,4.688712289325200953e+06,3.360420744651080575e+06,8.980909731810163521e+01,3.124680385852837000e-03,9.867598242084150983e-02
-2.706913517980734818e+06,4.688707797625477426e+06,3.360431017795288004e+06,8.896928306182579149e+01,-1.072419212310969823e-02,-3.632870649018487240e-03
-2.706911441109964624e+06,4.688714724410113879e+06,3.360430909579129890e+06,8.791585100361199068e+01,-1.005543406989678756e-01,-1.806394029705107526e-02
-2.706898511944491882e+06,4.688705304949033074e+06,3.360432558653118555e+06,8.694027705718359300e+01,-6.724686680514849885e-03,1.493538159447428335e-02
-2.706884992301565129e+06,4.688710055265134200e+06,3.360428548020937014e+06,8.584208973863428582e+01,-6.109504564634983537e-02,-4.500142164611348888e-02
-2.706879522758211941e+06,4.688718690372474492e+06,3.360419731055463199e+06,8.493093317128871433e+01,3.015794690808332006e-03,1.600347560379113132e-02
-2.706870361994622741e+06,4.688712193547363393e+06,3.360429599355556536e+06,8.395608155016459762e+01,-1.401728518240215327e-02,-2.701479373738476797e-01
-2.706863762567455415e+06,4.688709462250484154e+06,3.360427308099774644e+06,8.301800595114777082e+01,2.237384916779848187e-01,1.357943854155692354e-01
-2.706849331689905841e+06,4.688715983187494799e+06,3.360423898905859794e+06,8.199473740904892338e+01,-8.506923751451830884e-02,1.893150095528060850e-01
-2.706845087635427248e+06,4.688715381512247026e+06,3.360429865015380085e+06,8.093812413791641802e+01,1.905488368396898169e-01,2.226739709850578397e-01
-2.706840710273955483e+06,4.688712109779950231e+06,3.360436436530853156e+06,7.978230178827564600e+01,-6.804417411853949660e-02,1.131154638713564690e-02
-2.706828383077494334e+06,4.688715530575200915e+06,3.360433478733983357e+06,7.888271570488190321e+01,1.098984600573666565e-01,-2.180029636320699460e-01
-2.706820701568299904e+06,4.688714847410647199e+06,3.360426884108439088e+06,7.772009317681835228e+01,-1.726311403941918621e-01,-4.847577014538585055e-02
-2.706818750784568954e+06,4.688715118442627601e+06,3.360432675439359620e+06,7.716666696946785464e+01,2.635160101959065082e-02,7.205643283358839635e-02
-2.706808936412050389e+06,4.688709955621741712e+06,3.360437952623022720e+06,7.602942986899387279e+01,-7.166304571100472198e-02,-1.445791983712853279e-01
-2.706804579801231157e+06,4.688712290491020307e+06,3.360418025479900185e+06,7.479126303854947366e+01,1.017884897924948850e-01,-1.093483262339722123e-02
-2.706790162737867795e+06,4.688709225516214967e+06,3.360439294892417267e+06,7.395568291556246265e+01,1.355415936317597159e-01,1.825602532272354306e-01
-2.706780874735680874e+06,4.688709556308765896e+06,3.360428488590247463e+06,7.298965751553096482e+01,1.402778428115655611e-02,2.861242912018417406e-01
