mag_x (uT),mag_y (uT),mag_z (uT)
3.253214720049821551e+01,7.849237806835680786e-02,3.835600523234374037e+01
3.297628248291721320e+01,-8.764291440902588493e-02,3.761181829797259724e+01
3.285428114362309060e+01,2.487209945468853989e-01,3.799593039204616218e+01
3.271681192176315278e+01,-1.432858537973628055e-01,3.770859075395485149e+01
3.236458438398516080e+01,-2.206585326836794092e-01,3.758325100029531995e+01
3.288940674637886730e+01,-2.466499122154188761e-01,3.786854374324813222e+01
3.264543658793446923e+01,2.528638180221500220e-01,3.774419226818123008e+01
3.265263658999607799e+01,-1.031994905259696164e-02,3.793101620838933030e+01
3.309770605438275481e+01,-6.033774918560094735e-02,3.765848074713997562e+01
3.271474711653861789e+01,4.701563677720040774e-02,3.810642004563844409e+01
3.264605971759853276e+01,3.743330566324634678e-02,3.797144603379327066e+01
3.242675561783410387e+01,1.841045607751443935e-01,3.758109321806097824e+01
3.258589389747475451e+01,-2.706332021701694512e-01,3.781114469244145226e+01
3.224535945077897736e+01,-3.995346884587733238e-02,3.812538125102999231e+01
3.277007874900521500e+01,-4.667539446789054775e-02,3.816173912186309281e+01
3.272274281557045583e+01,3.228877415815470941e-01,3.820753080630159104e+01
3.287507199025858284e+01,-2.867689215360738064e-01,3.751012001036744437e+01
3.273779238486835652e+01,-1.818994969306416964e-01,3.759233656272515134e+01
3.290365206516728591e+01,-3.907124083303963324e-01,3.756971003882208748e+01
3.248811604390854058e+01,-9.532282973537392623e-02,3.800516360676022032e+01
3.284569329064858323e+01,6.211326271866123884e-03,3.794677623839346836e+01
3.281245926629986798e+01,-2.104068288437625778e-02,3.769173992955832375e+01
3.259376027855287106e+01,1.401723648768565256e-01,3.841129938552457190e+01
3.285642875867488755e+01,8.121681486165663322e-02,3.783058930136153464e+01
3.261380709918319809e+01,2.255700672100761917e-01,3.759455083733985248e+01
3.275873313579472779e+01,9.108129412006286951e-02,3.768973583825231799e+01
3.267751266671992028e+01,-2.540534179426721939e-02,3.783745157056610253e+01
3.285172076077772374e+01,-1.303818623732545257e-01,3.825223512385783664e+01
3.282102936018085870e+01,2.889514104552909912e-01,3.748454426605135126e+01
3.242219478904497265e+01,-2.712733558782355892e-01,3.751417240851836965e+01
3.279266824715879380e+01,1.509912746380395049e-02,3.808257488870049201e+01
3.262019884660337254e+01,-1.281730894948132637e-01,3.761604908143542758e+01
3.266135677714282082e+01,-4.657790951353604769e-02,3.786472028135126067e+01
3.258013859334400308e+01,-2.516555045912138300e-01,3.753056530693605453e+01
3.299195425384345981e+01,3.578133843341974041e-01,3.766324195471005964e+01
3.259174328510611929e+01,-1.681900768130358825e-01,3.796801113079879286e+01
3.251393746634960991e+01,1.163569167035380034e-02,3.772170584523134096e+01
3.229909836350826424e+01,3.175941575245744275e-01,3.791607008256191591e+01
3.303442808124494690e+01,-7.330223253009598983e-02,3.795284121490772833e+01
3.253250008862579534e+01,-2.965165878943516464e-01,3.822006333536288736e+01
3.270073727457744184e+01,-6.090560783070826135e-03,3.784601585926711209e+01
3.251785126677287963e+01,2.119309910496254834e-01,3.772505101200989941e+01
3.307701587739866511e+01,-1.652454946367379329e-01,3.779190891310759781e+01
3.246218473886755618e+01,3.170189232804622170e-01,3.775614769847025087e+01
3.297802935389831447e+01,6.800348284087499862e-02,3.723952738668791795e+01
3.296327105029056526e+01,2.525869020382261465e-01,3.816664162641863811e+01
3.262814376257767179e+01,-4.710985161859310155e-01,3.807883785797665155e+01
3.253680711263066883e+01,-3.844845595153352225e-01,3.793757191505247306e+01
3.258817059339092737e+01,1.036390170449594805e-01,3.818588054110988139e+01
3.281482555515288624e+01,3.344742274317308306e-01,3.740919202739835470e+01
3.270934224323408301e+01,-7.516837524747177479e-02,3.764572907529500867e+01
3.286666095112236974e+01,-1.877940220835639940e-01,3.803111239494791818e+01
3.256750503417854503e+01,3.638312524673476545e-01,3.788346635518740158e+01
3.267681889526865291e+01,-5.965137301741389037e-02,3.761475369184778828e+01
3.283604797446704282e+01,7.966199205799059935e-02,3.792656844429119900e+01
3.260842936519667035e+01,3.122221852386800611e-01,3.770859579819153140e+01
3.250022463837733255e+01,-3.212803741201381014e-01,3.722103310310455981e+01
3.277387708780062781e+01,-5.448340651689063258e-02,3.775403441131023641e+01
3.288499872156922521e+01,-2.178549132997013860e-01,3.758868824548620324e+01
3.266067765897663833e+01,-2.213177875945057382e-01,3.806514626758653463e+01
3.301388032385330007e+01,-3.771518926267605071e-02,3.796181988309058397e+01
3.281052221943449609e+01,-1.725737379904988267e-01,3.788451574992999582e+01
3.269941676670861597e+01,-2.989141426865092876e-01,3.759761521395095940e+01
3.276514828607482599e+01,2.482638979831330028e-01,3.776316288638123808e+01
3.273320786579188990e+01,1.046092393896234651e-01,3.808457194052544281e+01
3.261281814049607419e+01,1.050643011302934138e-01,3.758487152542414833e+01
