cn0_1,cn0_2,cn0_3,cn0_4,cn0_5,cn0_6,cn0_7,cn0_8
43.21639598056667,46.1277207765581,41.82680915332396,39.80531123123399,43.86063534269883,44.45560411669971,36.36797567294946,45.27365635660921
42.98491425263373,45.35420845571844,44.8363078463979,40.40981799809909,38.20080687958797,45.099899303315986,34.980172675030595,41.41524688783677
42.81610400735152,44.54325816508374,41.57086702917778,38.96975603937262,32.91733645963865,46.374559343633784,35.24276991329213,44.14863252166004
46.09500417061277,45.62628736296697,45.40726312246233,38.18222818213753,39.04619036604515,43.90853973015511,37.25736395323971,43.13180580757539
47.28391141737194,45.72177656219018,43.28003293582721,38.43382763799193,40.27214159634087,46.759250791657614,39.744687579041404,42.98468726275071
45.17615840181492,45.52454046859557,45.304993685619266,33.712693278119346,38.63126143636032,43.66762661118979,38.848034734046436,43.48590420050526
46.25998228819806,43.04391639083414,44.306870658968975,41.68063187435483,36.820317904567005,44.068835696947325,37.51169750022547,43.74176826709249
46.47292208259082,43.157737172382724,38.647964467401486,36.26535415709033,36.258174058578916,45.482875647892335,34.62525496959237,43.809021185726856
42.18487554369011,43.99908694983955,44.82256809070494,41.533478405425036,39.894361771733706,45.45526868166289,34.27763291636313,43.27899100964167
43.548764145024656,45.77865748766149,44.41254462436632,37.64168358791245,40.41394538891751,41.8309299144466,34.22760320618029,43.62276362296388
47.11260314436727,47.22181404211889,43.23816726387832,38.19360599233208,39.83747826943792,46.518989097687964,36.26046092190844,42.766322076715966
47.395001808327585,46.8313247279334,41.98044403385567,40.36295945835229,38.629565308238824,42.777527827558075,37.31631766405414,42.90849311142067
45.20885654097156,43.03984204022652,45.1421965236528,38.998457797775956,40.711566427649394,43.86820449154503,38.67043301742935,45.30539388968815
45.55461780047813,43.90067389682193,45.23656565210469,39.921811045484155,40.40590011240025,48.33458250360597,36.945576854279835,41.0670677652456
49.47788859733108,41.199855969482336,39.015002131905916,40.638474286368634,39.03560773845357,46.18797768474033,38.58631505509907,45.49961913741051
43.105975171086214,42.627350708144675,46.056276210232426,41.73412612683897,40.297064428790065,45.95986474953214,36.98805786836668,44.44211545827313
43.72152496271706,48.34803356604163,45.17994430015976,42.34107300289817,40.28513667834818,44.28400802623827,40.01896525548071,42.709491209529155
47.3446195035758,44.90975094154824,44.485661350992196,38.56650464325812,41.06111124175525,42.16259239749586,39.63864279581503,43.46896454933541
