accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-3.992943774303451751e-03,-6.402583601246510797e-03,-9.797700646280068426e+00
3.337862120107591875e-03,-5.388848908472365813e-03,-9.807362455045598892e+00
-1.521974162253150308e-03,-5.337891162608725086e-03,-9.803822678013904834e+00
7.061015256062335745e-03,1.643405172735340264e-03,-9.804053530552943485e+00
1.234288995215169441e-03,3.655144491878428974e-03,-9.822565375436351331e+00
1.618348672335287192e-03,2.520921394665410781e-03,-9.809196504278896001e+00
5.756004120842809178e-03,1.198223779146478100e-04,-9.791502168179155419e+00
-4.940984853769903561e-03,2.668185143357660813e-03,-9.806521955531655621e+00
4.057321652987480945e-03,-3.863256878672525606e-03,-9.799516605956483772e+00
2.500049917555336246e-03,-2.562242099637483759e-03,-9.789995841845207991e+00
-2.502597775319641889e-03,4.285972887684633137e-03,-9.808324960167718487e+00
3.750586821265454712e-03,5.196760902412333799e-04,-9.818160494231165103e+00
-1.863789492475716484e-03,1.738472821103176575e-03,-9.797231970205544371e+00
7.016845853517788417e-03,-4.570346378719987099e-03,-9.800005751957534983e+00
-2.767284444679552358e-03,4.291127498530479534e-03,-9.800817254827544289e+00
-6.213263781064129292e-03,-9.926214038556890797e-04,-9.799556484665146172e+00
-1.132632820912675897e-03,1.323603920478850062e-03,-9.800205453612006679e+00
1.487605299067622797e-03,5.473521788698204040e-04,-9.793423648778052382e+00
-7.255787854870341920e-04,-4.866493054312370087e-03,-9.802285553000452012e+00
-4.740003249767778953e-03,-1.978755119616404032e-03,-9.796192829872785168e+00
4.305684299427463236e-04,8.914481624957939707e-03,-9.801218966303142821e+00
-1.739257393653420320e-03,2.425433203017715762e-03,-9.805067410454313404e+00
-8.835911911645429398e-03,-3.809794535865151759e-03,-9.798386964210115124e+00
2.514647607868442710e-03,-5.053188358059321900e-03,-9.802320728678941109e+00
4.412864184769695920e-04,-5.059243274439659092e-03,-9.806595754531771902e+00
3.176155848497479693e-03,8.804914414581662026e-04,-9.787766717014942941e+00
-8.312513477832943892e-03,3.468895786402018209e-03,-9.804371572061336693e+00
5.048554862027004701e-03,3.461869380584430955e-03,-9.798506203306086348e+00
-2.882122360494567773e-03,-6.833894174018939963e-03,-9.788518115558687782e+00
9.802285975241705959e-03,-8.258976621785719605e-03,-9.781529734427735434e+00
7.105015556390605795e-04,-5.478858688206253783e-03,-9.816587810814214166e+00
-5.535221121830386870e-05,-1.211091088183538457e-03,-9.806439394911537377e+00
6.558844485397062260e-03,2.982335834679399403e-03,-9.785627495655269570e+00
-8.056810396879429681e-04,1.741760409108359569e-03,-9.799140716246640181e+00
-1.468325162956012108e-03,-1.306106709886611537e-03,-9.795023037007219102e+00
-1.726731148854461538e-03,-4.451571379990035618e-04,-9.794522409928916318e+00
2.972425177178562947e-03,6.902099669466142326e-03,-9.790614286937227462e+00
-1.803570545265751821e-03,5.847823782319318958e-03,-9.794769420399971338e+00
7.108183009053024078e-05,-3.149857924703151554e-03,-9.791592881331498077e+00
3.044772113415878095e-03,-3.230705156353282266e-03,-9.803177563009619178e+00
9.901190849970129687e-03,-7.460348094719283958e-03,-9.800438688289938582e+00
1.628338037875720363e-03,-4.567146340739294076e-05,-9.805099385344767882e+00
-8.618316768551305060e-03,-5.654202958024647343e-04,-9.808279597354340851e+00
2.260782145296400588e-03,-1.044469908942369414e-02,-9.786271510649891425e+00
-4.906334147072363011e-03,4.767021608705928302e-03,-9.782981109717352908e+00
-1.603289454354554777e-03,-8.635566895875211590e-03,-9.794440332416929351e+00
-3.687891333710571762e-03,-3.054779396771866752e-03,-9.807896280982104642e+00
6.098166173817859761e-03,1.763511617742476905e-03,-9.814863464884018285e+00
6.741718774977894851e-04,-4.567997482293985854e-03,-9.781151226584931635e+00
