cn0_1,cn0_2,cn0_3,cn0_4,cn0_5,cn0_6,cn0_7,cn0_8
45.10483695955033,41.92623599727923,38.90665333032987,37.19902962572267,37.081190876977374,44.04506710262074,41.559087830985376,42.61621844779701
43.488757140220805,41.71088725488721,37.72562196867875,38.365518288726705,36.27533947751852,43.43340084965614,44.20501393516584,44.197418198673034
48.36681793049941,40.163394173664074,39.06325752356403,38.64794159978945,35.52852595852675,42.74201763350601,49.484565536185144,38.78695973998566
46.22222434710771,40.829167143951636,38.741149715448536,34.34945219504846,37.51760176649599,40.51467185005313,43.267667979448724,38.39139328277152
42.92808377738429,40.77459815314651,39.512294410220186,36.290910838351095,39.89460031019688,41.18678806171539,43.52535246072552,41.49992891861746
43.390347257352914,39.441652843638174,38.963707129722344,38.90517194937872,36.59435382165339,42.158008949481946,44.773851554233865,43.533133635745216
41.32694427052489,39.9438418570835,39.97550438674639,35.851391550778565,36.89029875468918,40.999818282580605,44.16889064380143,42.271908198457474
43.78037439354436,39.587214457468484,37.39869949397287,36.3836002521697,38.01562880697108,47.084509377134964,45.85799043466123,41.177691207608035
42.24199182901767,40.72284312763936,40.545814225800065,38.739716760901345,40.116120375025865,44.887696802658304,43.20977878166613,41.068350052416484
46.307405526365216,40.43835333659825,40.40396584874515,35.339490895965355,38.57969571093232,44.89840238845996,46.06430702131509,43.19440481886246
47.28866774571483,41.410312068791576,37.23901821811342,37.30705538407915,34.20534203446734,46.92326689696535,41.85827308878827,43.23865259903385
46.38904678963865,40.51410658093353,37.87086477055928,39.89609280767814,34.510773293817095,48.26555954682365,45.4193080581031,46.5320182577279
46.25191293484116,38.93016934376104,39.41726738422743,38.47991500190555,34.69093808593855,41.835296576146035,45.55462087802442,44.97588551199011
47.313644176107154,39.29215091974956,39.69442736476486,38.699163050584986,34.905999925842266,45.44636463354136,46.228300502118444,41.26846273094931
48.981914485676846,41.894112128350365,42.79759014340951,42.06807560383155,38.205682834407185,42.88428518009477,43.80742113718521,42.05062892531631
42.78093743035559,38.75056707396161,38.27987845190695,38.40174658488459,35.24573067427843,43.67729876343386,45.28475242142217,39.8212646642605
37.98835290108703,40.81391115972441,37.877225115758684,36.80341318187292,38.7693021248105,48.432400394355604,44.506018878170735,40.49250039789614
39.302461749716095,41.70697459041476,35.67218978143486,38.907061902136945,37.42098364494399,43.10328090522349,44.45708095170181,41.73112986278741
41.0610134790577,38.905096154532686,39.07255492689764,38.19289685820407,37.86674719683974,40.30772948979097,45.10579738609484,44.76749068023763
45.10850986278975,38.49969442874885,36.20596681538529,37.876924990853496,36.45421013409006,46.13810962212771,44.90820158693407,44.42337731133936
46.080780248019735,41.52377486177173,35.66624840200811,34.926273175354986,36.62741813691929,45.28807157238489,45.61113566812793,40.612930148427054
42.74839357580295,40.5285892184447,36.91830812655486,38.304006620227895,36.200839863283896,41.786778477513984,45.79387520723851,41.516719848554395
