gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707027722960119601e+06,4.688712686777704395e+06,3.360432486671599094e+06,-1.970924388596610732e-01,2.529312989641457551e-02,2.027199363662846865e-01
-2.707025941805851180e+06,4.688705426465951838e+06,3.360439010939588770e+06,-3.234563436343857595e-02,-1.374448918368282452e-02,-8.922752304470940587e-02
-2.707026641425798647e+06,4.688714342181235552e+06,3.360419412370354403e+06,-1.604548589924261748e-01,-7.351322565617295079e-02,-1.208869311582642242e-01
-2.707030180463292636e+06,4.688713935386425816e+06,3.360438013542857021e+06,-1.438214988563327711e-03,-1.094933864452855010e-01,-7.727152693411286355e-02
-2.707028201297237538e+06,4.688713318553139456e+06,3.360433134147142991e+06,1.392390193855082281e-01,-3.711422763938792245e-04,5.534728183826980591e-02
-2.707031642741649877e+06,4.688718010901850648e+06,3.360419131512518506e+06,-1.034315993610818163e-01,8.393927463550499013e-02,5.699015765532459976e-02
-2.707024912811576854e+06,4.688713231537272222e+06,3.360438600957825780e+06,8.373405095364395978e-02,-1.471383935318315295e-01,-9.690834693440665559e-02
-2.707029864778754767e+06,4.688708840604413301e+06,3.360434400669244584e+06,-2.774771541656637780e-02,9.796345011368386146e-02,-5.333552276578936574e-02
-2.707027713211090304e+06,4.688714810291242786e+06,3.360428857035317458e+06,-1.301778197986467323e-01,3.256317850924012047e-02,-1.253331603552913509e-01
-2.707028336678478867e+06,4.688713345554947853e+06,3.360436855988620315e+06,1.069120912849766403e-01,-5.178743183153091192e-03,7.716326562388595156e-02
-2.707029703989147209e+06,4.688713487436547875e+06,3.360435900454003364e+06,-6.473034228882050545e-02,3.267140764065431385e-02,8.538702772907670602e-02
-2.707032443338588346e+06,4.688712903371454217e+06,3.360432566005320754e+06,6.687125540231218801e-02,-4.045952266594809998e-02,-2.239919619947108032e-01
-2.707030587353687733e+06,4.688715574991035275e+06,3.360435024092110805e+06,1.598522730858240593e-01,3.004239305317023268e-02,8.360265680420310777e-03
-2.707029602124964818e+06,4.688715692971087992e+06,3.360424826031751931e+06,9.604512733349174214e-02,-1.276898852163271536e-01,-1.498623251658513511e-01
