mag_x (uT),mag_y (uT),mag_z (uT)
3.266505083560532796e+01,-8.345479192818490433e-02,3.807393221924024829e+01
3.250349280257145779e+01,1.563265318558527961e-01,3.799584497513003356e+01
3.269089676655319465e+01,7.419952522038569809e-02,3.824792749997831010e+01
3.289040323640440988e+01,8.725284801056762407e-02,3.761671836022738802e+01
3.284256453848703927e+01,-2.481050702897012461e-01,3.769693429114796857e+01
3.239389370339842600e+01,-3.380292856019129211e-01,3.765791053751167539e+01
3.244271655211208838e+01,-9.128337854847777544e-02,3.815828886121126118e+01
3.281973266385826804e+01,-2.817012302027113169e-01,3.769790374352091078e+01
3.255740873193008866e+01,2.535145895003971250e-01,3.774328987588692286e+01
3.250362888184648114e+01,1.161688155695558972e-01,3.763769375707452269e+01
3.250716031710363296e+01,-3.138693924342870756e-01,3.804487100910629493e+01
3.280470696055449054e+01,3.110361497083155569e-01,3.780623296898649244e+01
3.263726283230116820e+01,-2.663199586668562602e-01,3.775038097357820988e+01
3.296356128091156279e+01,1.713861233827317365e-01,3.769473955242322916e+01
3.249371024466100266e+01,3.742642285714813805e-02,3.782484904556647365e+01
3.277216720906287151e+01,-1.847871694700830014e-01,3.772352833207427381e+01
3.288765490656485468e+01,8.942270247328151442e-03,3.750308632379791618e+01
3.224068464083033803e+01,-7.809180147416459883e-02,3.790373207174926762e+01
3.281805327043577591e+01,2.783612448170739717e-01,3.775507446044468196e+01
3.285216747225624090e+01,-2.242107627188429930e-01,3.770756513996248316e+01
3.284119173778319123e+01,-1.436901600326976336e-01,3.777250824905919302e+01
3.270760490345736571e+01,-1.838496697688242199e-01,3.810467982386187202e+01
3.253238452264405112e+01,7.890484458270297097e-02,3.826618397252700277e+01
3.292180850405861747e+01,3.834078136324756692e-01,3.789581039300309584e+01
3.279182914078324274e+01,1.296333363933048488e-01,3.814320877061987858e+01
3.253848964804337385e+01,1.932943201379626330e-01,3.765963623203074917e+01
3.258571605114447323e+01,2.900684754275712485e-01,3.773662260253914269e+01
3.295821446605426530e+01,8.222610523527680570e-02,3.796287276427652557e+01
3.244137315940542265e+01,2.062551843646302785e-01,3.778200558546610921e+01
3.269840659550641959e+01,3.507845162288698582e-01,3.800848651353564378e+01
3.283307425327944884e+01,-3.753125548341833262e-03,3.761975617079627199e+01
3.283101036206785750e+01,3.021037826597251091e-02,3.827792928873051892e+01
3.278150430624327782e+01,-8.905084463304566156e-02,3.770911829849504926e+01
3.240487457698011298e+01,-5.297024912013557074e-01,3.795070874788471826e+01
3.288199765804957053e+01,-1.213087337990440412e-01,3.753724827781451978e+01
3.243422585688219328e+01,2.377655695903671540e-01,3.778979275293262674e+01
3.262799349097981150e+01,3.067322325148656992e-01,3.784937924284070476e+01
3.267507772112499254e+01,-2.756949207424060355e-01,3.777831697176175396e+01
3.240821286008566204e+01,2.094067984048044451e-01,3.741306418200596795e+01
3.292049111213819401e+01,7.569814676037458015e-03,3.764189198245231438e+01
3.290119569761956342e+01,3.386384489087074789e-01,3.811649212328672576e+01
3.274286578038407214e+01,-2.763647336210862115e-01,3.793902995287886171e+01
3.271154856783564213e+01,-3.286258711667260773e-02,3.734273196295190189e+01
3.274734738149361135e+01,8.358092154616655889e-02,3.801307024267123325e+01
3.268831395850035904e+01,4.549597733179458481e-02,3.777891466005095822e+01
3.275461359347172419e+01,-9.349955031722320675e-02,3.791179960260969040e+01
3.290133069769028396e+01,8.330615363089804992e-02,3.796871187115755220e+01
3.274330955511425856e+01,3.908987660147185683e-01,3.814835038185271543e+01
3.279139694336192434e+01,-3.401563249188550575e-01,3.752021352817212829e+01
