gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
1.329510204315386014e+06,-4.653770681703367271e+06,4.140025557077832986e+06,-5.064885655086193150e-01,8.079592668364019570e-01,1.438025918380252677e-01
1.329484163467204431e+06,-4.653787952716885135e+06,4.140040428684019484e+06,-5.629411023976514938e-01,-3.421818732940193342e-01,3.649819187243508178e-01
1.329505110394508112e+06,-4.653785230625418015e+06,4.140036145949154627e+06,-3.786974838025913837e-01,-7.946226650764290911e-01,-4.556891438513657744e-01
1.329489466737956973e+06,-4.653798287454848178e+06,4.139995899273800664e+06,7.312577313805896928e-01,5.327751342589020361e-02,-4.144228259202347164e-01
1.329490020263062790e+06,-4.653767982191179879e+06,4.139998311459302902e+06,-2.207420009528688817e-02,8.979811248283970926e-01,-1.063448781323080627e+00
1.329517657545693219e+06,-4.653767910184925422e+06,4.140029990590423346e+06,1.473663543872309190e-01,-4.199637646738771379e-01,3.842325716429301763e-01
1.329507280152153224e+06,-4.653777602545754053e+06,4.140060539224064443e+06,4.157919269107169385e-02,-4.983983990564723188e-01,5.762671201436706525e-01
1.329515922302227467e+06,-4.653792429362612776e+06,4.140005137335711624e+06,7.203538936410194271e-01,2.758717888382751227e-01,3.438513688192478268e-01
1.329515718901736429e+06,-4.653800404731701128e+06,4.140033651780354325e+06,-3.602449510896437168e-01,9.934040501778982346e-01,4.728139274122784841e-02
1.329514178311782656e+06,-4.653787461147410795e+06,4.140032781465101056e+06,5.891052082283086966e-01,9.719643079123521101e-01,-3.908847007885702385e-01
1.329498939548398834e+06,-4.653772349953915924e+06,4.140020383872574661e+06,-2.188835625205411695e-01,-2.325098170659712152e-02,3.085440581820309003e-01
1.329522037854817463e+06,-4.653771436771923676e+06,4.140031386049894616e+06,2.425865424593388053e-01,7.984098312627133098e-02,1.311773866698343172e+00
1.329518621841513785e+06,-4.653809114687055349e+06,4.140035911111404654e+06,-4.250673875456725259e-01,4.715219406438132532e-01,6.280963319227954589e-01
