accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-3.958218450121659023e-03,-2.951733486452137040e-03,-9.805859493819426120e+00
-8.619769808218790937e-04,3.679205674589259949e-03,-9.788937442846574299e+00
-9.816031095394354110e-04,-6.751298534273458135e-03,-9.798895008204311807e+00
8.237828027809108306e-03,1.230016115638698929e-03,-9.805937324848093439e+00
6.166241421198857299e-03,1.351831123415552253e-03,-9.810326271439755885e+00
-6.462912128375128580e-03,-6.022932181585918983e-03,-9.800276141619386649e+00
7.366136782063701901e-04,-5.410098024642055227e-03,-9.797799551961910325e+00
-4.496167299463386295e-04,-1.740899287356742096e-03,-9.797740210529127580e+00
-4.274394715911973520e-04,5.365837035282586785e-03,-9.802492784333548315e+00
2.091683432160324884e-03,-3.188285630312271465e-03,-9.814273918144889919e+00
3.632750245752826800e-05,2.464322695262764588e-03,-9.814884358057939906e+00
1.779263353372783404e-03,1.504867431523342080e-04,-9.806051127812155599e+00
-3.933655500791236916e-03,-6.034923118731458022e-03,-9.787274395219982992e+00
-3.510317719847445752e-03,5.956293653440378720e-03,-9.800230451842256940e+00
-1.366913910014958119e-03,-2.675832065767800010e-03,-9.801636784933817736e+00
-8.352039422194430796e-03,3.263146922206144104e-03,-9.811223833491515833e+00
9.477002526562711832e-03,4.575694183482107054e-03,-9.801600778899993927e+00
-3.391314659044716243e-03,9.836795739263993511e-04,-9.789533924164691925e+00
8.817381324181442978e-03,1.029856028959851531e-02,-9.794933446838694380e+00
3.925605173769622369e-03,-3.735779950087350643e-03,-9.813546138594189117e+00
5.360480253670221046e-03,2.072122132535047200e-03,-9.787604962592865832e+00
-2.756218641045710387e-03,-4.409859156643416468e-03,-9.805489487636533497e+00
1.571304450280301690e-02,3.055684044964035017e-03,-9.806282247350246450e+00
6.658841571448431522e-03,-6.910067131968711121e-04,-9.810700028223884317e+00
-1.903689778058673555e-03,-2.976890320639796229e-03,-9.807146214530364503e+00
-3.715810087701250288e-03,2.333625377145440941e-03,-9.807031270408913315e+00
-4.020360297469360725e-04,2.333280057988164260e-03,-9.802624564199909685e+00
-3.797998927025221473e-04,-5.352299207492495874e-03,-9.805391181036300807e+00
-2.053815739524987756e-03,-4.376746891693069144e-03,-9.810208994823533146e+00
1.742107890497707158e-03,-3.254244065688214629e-04,-9.790374497970264045e+00
1.309369392303018527e-02,5.286577235616560753e-03,-9.804042238694048450e+00
1.859023363843242656e-03,-3.560763088466037656e-03,-9.815501285380022978e+00
5.888646981414008422e-04,-2.718424081857725126e-03,-9.813248804492038957e+00
1.516411836164914062e-03,-1.409270947126216712e-04,-9.799820240218343415e+00
-1.508438004930559833e-03,2.630200469484005130e-03,-9.798404702034497760e+00
-9.422951341477033005e-03,-9.434041736142253273e-04,-9.805071024720888317e+00
1.169104872041716635e-03,-1.644667566840266179e-03,-9.798583319188965746e+00
-1.532700127301869471e-03,3.908330612431289500e-03,-9.804035342056989677e+00
9.515657456368349643e-03,5.390852857188919468e-03,-9.818028809359921283e+00
-2.416513168410564102e-04,-6.751996977755580186e-03,-9.806093858744846514e+00
-1.128635625063716813e-02,9.131531255193916369e-03,-9.809868180035898888e+00
1.654063286171970773e-03,-2.116324868999371750e-03,-9.791402340505658941e+00
2.144842686695774727e-04,3.205541047066215411e-04,-9.805618982451811405e+00
-2.229448812283245200e-03,5.524928292897658515e-03,-9.815405545519631403e+00
1.075153043969519565e-03,2.819046175160434733e-03,-9.802338382488390067e+00
-2.998556017053165615e-03,-1.355279806895149253e-03,-9.814940110125922601e+00
-6.347686289550144231e-03,-1.315433203335340936e-03,-9.811132796248632104e+00
5.650098334874843233e-03,7.976826375683391743e-03,-9.780517221311363585e+00
-1.095456550207688732e-03,1.037046825127656453e-02,-9.787770236751290653e+00
-4.962490039919308267e-03,1.408148440214508634e-03,-9.805011624314763807e+00
-7.218670595925716707e-03,-4.649724613883583768e-03,-9.791164063683476471e+00
6.642970388958397386e-03,4.472907499126731190e-03,-9.807465470958980802e+00
1.976237888186175694e-03,-2.677134820103731737e-03,-9.795333884357507515e+00
3.225989561955305493e-03,-1.791704295145611810e-03,-9.805971774075599612e+00
-4.739918355365760664e-04,-1.777461477370798418e-04,-9.786166169838701023e+00
-3.037629778576328432e-03,9.111006747390707969e-04,-9.787663878992933775e+00
1.185540217154765034e-02,6.817685688392535227e-03,-9.804596383197964116e+00
-7.770266721195974967e-03,-1.141024724674512703e-03,-9.783172340271235612e+00
3.116928778960104465e-03,-5.721296595301733103e-03,-9.807684453634760047e+00
-3.531609972621066809e-03,6.487771945648414425e-03,-9.791073968843811315e+00
-3.069507170130059744e-03,-5.322225864887344775e-03,-9.808937078462863113e+00
3.095180813746601246e-03,-1.096523739690970223e-02,-9.801646516325099867e+00
-3.822066832284102579e-03,1.003811892484786231e-03,-9.789410613637670622e+00
-9.669075414748371997e-03,2.618479263887539370e-03,-9.810032017414753724e+00
3.536738531109986493e-03,2.310650176135080943e-03,-9.784968615888983479e+00
-3.449926847017493765e-03,7.200461421626644636e-04,-9.811925791041558043e+00
5.048687262979420845e-03,1.201469301882658125e-03,-9.799081382640608240e+00
1.305212456090215764e-03,-4.398333333959225655e-03,-9.799382520687982989e+00
3.833833205371119882e-03,2.394497049177319106e-03,-9.809582469235595070e+00
1.327188031406390054e-03,1.124678601607655495e-02,-9.794063341026784997e+00
-3.923125027803723262e-03,-1.029740744147554510e-02,-9.809367643141058579e+00
-1.650750387470575247e-04,-1.897704929227435723e-03,-9.803200819225935447e+00
4.420987547393272557e-03,-1.906082738448944703e-03,-9.798536080292125305e+00
-1.057402818208819963e-03,-3.900712098696658674e-03,-9.811241382987853754e+00
-4.660908235647530200e-03,4.399979047401066622e-03,-9.802028271093448097e+00
-2.995115224821995239e-03,-1.772320324188719461e-03,-9.799439228400812496e+00
9.542860738065863865e-03,2.806106460783065835e-03,-9.818683993458531489e+00
-2.148129015934848417e-03,6.393870832382933696e-03,-9.805646025352494632e+00
-3.433395897096849173e-03,1.170935082373731869e-03,-9.795758482997884542e+00
-4.446146525798869500e-03,-7.502936907696156066e-03,-9.798843869658744765e+00
-3.043817954962788411e-03,-3.661321480705968887e-03,-9.791001088470986602e+00
-1.618758521777639197e-03,-1.090638627987321370e-02,-9.792699853172571522e+00
8.407872982038369289e-03,-6.973719545327499488e-04,-9.802846044146990678e+00
-5.503479770264388220e-03,-7.755519991781675609e-05,-9.801745125325846075e+00
1.024338779011676201e-03,-3.604004869091008856e-03,-9.805321229602450117e+00
1.784420424378936176e-03,-5.288426870298677460e-03,-9.791703938819201980e+00
-3.858608071197224790e-05,2.803619233815271214e-03,-9.791201640999233291e+00
-1.324990653484551693e-03,1.477364284902196994e-03,-9.796756268394513967e+00
2.326176557796814925e-03,2.801160881367907498e-03,-9.793774845398278472e+00
-1.300998575864629027e-03,2.077101585439404888e-03,-9.808422517358202697e+00
-3.815479261098599540e-04,4.931847208550627776e-03,-9.800106887312830750e+00
-6.896869481517730986e-03,-3.087555559440019557e-03,-9.790067708134531088e+00
-1.960151939276346192e-03,-3.463846349320143583e-03,-9.806679528444803395e+00
-2.687636617164177160e-03,-1.548604783570643783e-03,-9.796688797384060621e+00
-6.145292678322604365e-04,1.292167990213871447e-04,-9.818127901764427179e+00
-4.141131366091543517e-03,9.503692135733486299e-03,-9.795483482465920488e+00
-7.705525218658587291e-03,-4.858210137826939924e-03,-9.808962002588499374e+00
3.136135695011795475e-03,-5.681689685971680684e-03,-9.791835209744110813e+00
5.195332991138095630e-03,1.649305100612257890e-03,-9.802471693000057940e+00
2.576266961613080195e-03,7.709484026332111793e-03,-9.817155940831751693e+00
-4.214913259731650937e-03,5.066283448022611616e-03,-9.795434528592663170e+00
-2.533327130243534747e-04,-4.184628621709215492e-03,-9.807951532027962216e+00
4.864351457635705638e-03,4.464423091673613495e-03,-9.812943628018524933e+00
-4.578600699162915441e-03,-3.762474566320016516e-03,-9.808729904940287625e+00
-1.373738668548701858e-03,-7.815865637594990659e-04,-9.802455479796556403e+00
-6.260158882323807157e-04,-6.118233284448301550e-03,-9.812027625897085770e+00
1.662323659046362244e-04,-3.708978388233691650e-03,-9.813805539200084027e+00
-2.039096628174185636e-03,-5.342768110803731985e-03,-9.791932593806917495e+00
-2.002824660570778903e-03,5.958482885673351253e-04,-9.813502749140269543e+00
-1.148116939205446729e-03,1.234830732464418891e-03,-9.798089583694968852e+00
3.424701623091288248e-03,-5.430464177565587532e-03,-9.813951780344972065e+00
-3.261191214254964121e-03,-2.190736464248554515e-03,-9.801694108835011576e+00
-1.012847596544267335e-02,-6.659156969260955627e-03,-9.813122227197418113e+00
-3.491347821060176125e-03,-1.072407098817017767e-03,-9.806367278646012764e+00
-5.476341968833148277e-03,1.612420799134806982e-03,-9.792550683497905695e+00
7.588688694982959754e-03,-7.245384690923410177e-03,-9.807195105055992457e+00
-6.949693419714120940e-03,3.224346627983426441e-03,-9.794533636759711115e+00
-5.350344079074488210e-03,6.042998646909846817e-03,-9.796446048462538414e+00
1.295031257055912020e-03,3.675433424502023028e-03,-9.807164339608796411e+00
8.704805805594994280e-04,-2.572030896917599542e-03,-9.801356157395735735e+00
-1.016753496869174204e-02,2.297375562180757613e-03,-9.795615802514497261e+00
-1.161118099698403008e-03,-6.564286568866437369e-03,-9.798006210536994942e+00
7.148843973652635291e-03,9.230333737053281000e-05,-9.807002361798382140e+00
1.641817698293074682e-02,4.282839172079078507e-03,-9.800490172478372841e+00
2.645341399679087841e-03,1.886771157155651100e-03,-9.810478706662713932e+00
1.820344357014906786e-03,1.614543897204242942e-03,-9.803006305353656913e+00
4.739509952422007837e-03,4.236488913924087185e-04,-9.803633984157698933e+00
-8.299570419286797160e-03,-1.359161209117180826e-03,-9.814197126014605033e+00
-3.333861648251858038e-03,-9.357936018742281023e-03,-9.809812392274299242e+00
1.445163701668566308e-03,-5.803041783416914776e-03,-9.804966306659638420e+00
-1.338170570640483635e-02,2.166787462723860410e-03,-9.801249055481042305e+00
4.305424571086498807e-03,-2.226988915235250058e-03,-9.813451679005277484e+00
-1.119635003423625000e-02,3.345078248366909531e-03,-9.805118675642031434e+00
4.439723354842883829e-03,-3.648835397284175622e-03,-9.796221719329828659e+00
-2.431394138803526749e-03,-1.586696588076449369e-03,-9.787600192343861139e+00
-2.484330537080821962e-04,6.743440103966121153e-03,-9.809491330736706871e+00
-5.824892374285102828e-03,1.958044845350944557e-02,-9.797101276431774863e+00
-4.664621897907540293e-04,-1.605217039716251267e-03,-9.794432518566098977e+00
2.157461784012540060e-04,-3.152711015307200267e-03,-9.818193971250867236e+00
5.223849206779224846e-03,4.891929488713688164e-03,-9.795804009423477510e+00
-6.500970099125691175e-04,-2.313461802318099707e-03,-9.806938639052345863e+00
-7.028186845951040623e-03,-8.203842109835561905e-03,-9.798031628281211880e+00
3.480088051033015592e-03,5.825133786196820887e-03,-9.802418712892626118e+00
-2.508464676425570250e-03,-1.346476225124500388e-02,-9.803886209011395181e+00
5.763659692976498203e-03,1.061430523491898193e-03,-9.806679688231783487e+00
3.156762257052504739e-03,-2.233255832465893057e-03,-9.794699920341646049e+00
2.236550689383036189e-04,7.372549271241940309e-03,-9.802610776173841245e+00
-1.020369144761573959e-03,2.048616036032123097e-03,-9.800916229802286495e+00
-2.505435527199430246e-03,-8.076017070435367179e-03,-9.792397886254763151e+00
3.740171149516684657e-03,2.276806816385511852e-03,-9.804925394765291458e+00
4.689986305498271800e-03,-2.524190334056505922e-03,-9.820944112801724302e+00
1.804813583763983931e-03,-1.844004031119033510e-04,-9.811155135003053473e+00
-1.977057161758061319e-03,8.067770772689945163e-03,-9.800245584186257020e+00
7.439067085936013459e-04,4.122669849018051856e-03,-9.803441557004656914e+00
-5.518444526103841001e-03,8.743347125410801156e-04,-9.805134041562670433e+00
3.064609077447421562e-03,6.842416951629717338e-03,-9.797154850512265867e+00
6.726475551464783061e-05,-3.711211919465011791e-03,-9.805264198204723058e+00
3.371917921593308386e-04,3.611199356845727279e-03,-9.826749202963716456e+00
-1.701323956014077826e-03,-6.780308207537126888e-03,-9.792025328672739448e+00
-8.679412773415309292e-04,5.792087742709456019e-03,-9.811972518226246720e+00
