doppler_1,doppler_2,doppler_3,doppler_4,doppler_5,doppler_6,doppler_7,doppler_8
-5.4546403374669605,1425.5954619069123,2002.1056815738361,1431.4638726426135,10.102932855949234,-1411.5073752269427,-1996.3562737297448,-1414.023503886296
-9.996090667891352,1410.798719208147,1985.494437259952,1396.5023578100606,9.0314127068951,-1427.2128423810502,-1988.448438705861,-1427.2588470112225
9.036126825776424,1424.2456235724273,2020.6825063286558,1426.2221739207928,8.362712695672535,-1419.2822917069332,-1997.934155217814,-1408.8576438332752
5.699682973612252,1416.579931961896,2007.5239230420302,1422.688246036923,25.874413300366705,-1412.9355459300834,-1980.3084173688123,-1413.4738835524686
5.87068379017193,1419.706576827416,2003.4450972664265,1414.5911040312217,13.731192431838805,-1378.1538066529338,-1993.0416081778542,-1403.0656916705987
23.053561695788833,1424.1991245890952,2015.6750050353228,1421.0258867861921,23.059505980439003,-1398.969240198082,-1975.8876341027647,-1399.4300716272676
20.44208555794558,1430.474341787907,2015.3504791192365,1424.046420278725,26.40663118619804,-1405.428012327938,-1977.9296418128506,-1386.760591035698
25.64388846555744,1447.273873370429,2021.3498726603343,1449.3059011959754,18.278780079474345,-1383.7709308049366,-1981.2472194511092,-1408.3639548616984
24.418810598430653,1443.201350503764,2034.8966835513215,1418.4554873427578,16.729208106840346,-1402.5146994748393,-1958.6778078793373,-1389.6668204820146
22.969422612440443,1462.3777535336387,2027.604992335265,1453.7840757190909,36.42066340398262,-1393.120485314936,-1988.8498535234785,-1367.9752710767996
39.046109039355954,1458.5944259054127,2023.7553862873306,1452.095724285698,31.495475629191045,-1391.9372816744763,-1964.7504467293302,-1391.129170116091
38.481938709936884,1449.9176544305433,2024.422647927704,1458.7460477950203,35.47029989055134,-1355.247624714047,-1973.3000542556763,-1377.9971751797848
46.160802620701446,1464.4571699856183,2046.5889869604553,1458.6816259131217,30.229443817566906,-1369.0155476778004,-1974.0022281362867,-1361.2671924986325
42.10945917782763,1455.2711878968166,2050.3953253019395,1447.6025304855568,26.460282443152465,-1381.087011959762,-1960.9116644652067,-1368.7118716840005
37.603740893490425,1460.836655497553,2047.4252042024978,1451.0242210259237,45.270109709901746,-1367.094076909391,-1945.1193883004357,-1374.1373011052628
39.47390984767592,1471.502140147496,2045.2438196310782,1460.814322381661,54.2240514850341,-1379.2739222810924,-1955.4449101116177,-1382.594303122926
58.949823419579666,1464.9295319457156,2029.1931022957604,1474.114165603722,33.39097790573899,-1361.5271845032926,-1930.1562905550356,-1377.3709318655635
51.408520819766714,1480.08834792732,2043.7783343590947,1466.3199356529483,54.8529581147158,-1377.9416419301488,-1946.9111807572579,-1369.953586408131
60.02371578897831,1484.6598768075125,2040.2911963113738,1467.528786914593,57.227709107784584,-1357.5080861155423,-1944.729261263414,-1358.658656426765
55.575735391713195,1472.9394322065841,2045.167915230607,1492.8987372245306,61.67233704033847,-1339.7615579442224,-1933.2219869127941,-1345.7002733052461
68.74068886761161,1491.8334942568881,2066.274866279598,1464.976109614872,65.0859147258717,-1327.9334287110817,-1934.603773405051,-1340.8362089029197
51.798198766353025,1507.5867832813583,2066.8513325951053,1470.0316273852652,72.49387890760156,-1349.3218228059168,-1950.4915678946472,-1367.3312342592387
62.75012863071513,1498.9978113717582,2075.3616271162036,1465.2079782058179,82.32411764907268,-1362.5906468702888,-1935.2149943501618,-1359.2439550524439
84.81536445101634,1481.8524416299047,2076.7938447522833,1486.1147668794895,58.47856954943579,-1333.9884833001884,-1938.09485464996,-1346.630392529819
88.29371701727229,1510.6436291670163,2071.767711929719,1485.2506888628168,82.30607400054504,-1338.1107424718446,-1925.5797024167603,-1337.5608060022969
64.94192476871332,1477.6124418751408,2091.9960557958752,1500.1647747258423,79.73529222956917,-1327.401160250233,-1923.3039597929892,-1342.2425334496284
85.4394432270489,1510.7884127267691,2067.225966910186,1496.7175836444887,82.31320932308644,-1325.37210748093,-1932.0479223337031,-1355.894038311181
79.55570824860717,1482.6220977427595,2083.5938886274575,1476.6217334289843,101.05953483142551,-1322.5471803609025,-1928.2774797910813,-1343.0145669169528
94.58592020462868,1505.566394417294,2090.381426010216,1487.2337426836398,85.67298390744749,-1316.4426663127604,-1916.5588413983132,-1334.3525005072665
116.11006551316132,1499.7343739231865,2086.2880260419884,1512.773354194075,92.03197960177008,-1350.1102074813157,-1889.9765271055603,-1320.5792448690231
68.69860911854269,1509.72434673728,2099.582905266653,1499.22965603062,97.12459150056702,-1308.4447058316864,-1912.1367565664052,-1317.7186744282158
87.82598830820967,1509.866232703097,2118.212217402561,1501.3303977018747,106.32228084564723,-1305.919864126391,-1901.3970510265822,-1321.3557007172922
92.80554166904696,1507.1623551280093,2085.2277177306387,1520.6352845785727,102.68149078165278,-1298.3787545545783,-1899.4324368585983,-1305.2428679811107
95.69061211974648,1525.9468822225517,2118.4709428497945,1515.5738702063747,82.14564648619496,-1320.2702143352178,-1889.3270719537204,-1322.8532144729843
110.52162156911264,1518.7399789377837,2101.4532454766236,1526.5359802617438,99.48098692910864,-1302.605304555315,-1909.2160318467138,-1321.695041060543
113.34717410954445,1520.0053845434234,2111.7894487767926,1533.550417494562,99.18648720228019,-1305.2548578239662,-1909.0088146873638,-1289.2420357172462
107.16100746676331,1510.7095810196174,2105.9276371438236,1522.6370518472775,123.34083131623738,-1284.803230421693,-1893.4357357573608,-1294.3537352497583
107.32818250844,1532.09475190191,2106.935372273589,1527.4161407708218,123.32074592281168,-1305.6951631427244,-1891.3629706868558,-1316.7923781563663
120.73900243245085,1529.0693251081238,2106.875958137453,1531.0364806532311,117.16540479975,-1285.8252273167445,-1874.9042719504837,-1297.5912833066234
120.20105166457793,1523.7003689069984,2130.834948876648,1546.8774644554712,131.46722440744557,-1296.8180650096763,-1895.0866927763066,-1296.5055594027124
110.95813800114655,1532.7640394289272,2115.452177980121,1524.2912472943372,130.5821803266447,-1290.2204060768115,-1880.955005250827,-1292.375643919827
133.15854363081084,1540.313010022376,2115.8751732867713,1542.5068727665537,153.23617791404803,-1283.0237330738048,-1864.8803250008814,-1288.9512578019715
136.6421382438159,1564.8566298884446,2135.0254715988144,1545.453817051219,127.47543346461278,-1285.97441176309,-1871.7540848132744,-1284.0226725131283
123.1688526511069,1543.4061701470907,2145.250907168948,1544.2520888876243,149.26134641619137,-1291.257849685518,-1875.0862069411974,-1286.0135535045215
156.5950331730973,1534.4658650743474,2149.776161393806,1544.017957803204,134.26532327812717,-1281.722164403193,-1855.8120745683307,-1266.5813433740711
143.39267710179587,1541.2093938421567,2149.309936595038,1549.010847483215,155.04550192762622,-1284.9067104308097,-1874.892406686705,-1283.3030953684463
151.02974901682902,1575.793770029976,2170.1324037373633,1545.4311100578852,139.05463801731923,-1267.6718095106094,-1853.239599602535,-1269.9219744980594
