mag_x (uT),mag_y (uT),mag_z (uT)
1.343933587580030320e+01,1.571161206173036540e+01,4.624510663562100632e+01
1.318921655538423110e+01,1.595869243690267680e+01,4.632633619552402848e+01
1.363179447335223671e+01,1.592992769436601463e+01,4.614160711907326373e+01
1.357158797617709212e+01,1.628300702038679759e+01,4.643693595882758984e+01
1.341874983063556392e+01,1.618999648708171435e+01,4.644826024697680822e+01
1.305491448598010251e+01,1.611808306732593365e+01,4.644104193256612234e+01
1.336321432751441307e+01,1.592964852976655621e+01,4.649548548141095239e+01
1.339283298223053364e+01,1.590506112857369203e+01,4.620085465336479302e+01
1.326333886901885073e+01,1.613517127815738661e+01,4.664683939719252947e+01
1.327866941927744193e+01,1.613307325453171970e+01,4.649445221080556934e+01
1.340941501486934051e+01,1.599048481421519341e+01,4.610396958132080414e+01
1.326981620174538712e+01,1.605015017591852811e+01,4.614702962719682233e+01
1.355327882096633552e+01,1.595339280858499187e+01,4.632332119088429323e+01
1.366374010309210263e+01,1.629413242642212722e+01,4.635670423150786235e+01
1.332844318723271826e+01,1.607013077575746962e+01,4.610723364707038741e+01
1.366111595824993508e+01,1.617206087340759879e+01,4.590542699231170332e+01
1.311883607086815573e+01,1.621686444828262808e+01,4.624711983386680458e+01
1.324700428293310317e+01,1.610344554478191270e+01,4.673095403180507645e+01
1.369516508947075195e+01,1.639815872224113136e+01,4.620502055644718808e+01
1.299213893985907831e+01,1.585225041184273032e+01,4.628127968307796181e+01
1.323158960923415783e+01,1.641431086304099551e+01,4.633793986547883748e+01
1.375746903736621007e+01,1.596789187041385460e+01,4.662027649684267772e+01
1.334937991860383555e+01,1.599026831639729274e+01,4.632305193348036454e+01
1.343563844945689389e+01,1.626100895044041295e+01,4.657900662047777729e+01
1.372553550076365525e+01,1.635119754279056536e+01,4.632052013915023281e+01
1.338377156275232061e+01,1.592629209269272295e+01,4.627264028523908479e+01
1.337445175787826557e+01,1.594953805701328164e+01,4.628067204465792628e+01
1.368214673213951471e+01,1.614121848177094165e+01,4.621183876284482039e+01
1.331167115313440164e+01,1.594113970935359426e+01,4.633365270740080177e+01
1.345503259110346761e+01,1.611337025034444537e+01,4.637411938873595574e+01
1.321576121389447778e+01,1.597939989769512437e+01,4.630819497350595526e+01
1.330636548199620606e+01,1.602113307898954275e+01,4.647300981064678638e+01
1.353841796688161558e+01,1.602854882118389668e+01,4.640600534744108785e+01
1.303233211910508693e+01,1.590320440728213214e+01,4.643303128244628653e+01
1.352039317100666516e+01,1.613541781029742594e+01,4.649052242890539333e+01
1.347277159222437071e+01,1.634518120901255145e+01,4.587523975076774008e+01
1.351138052515337407e+01,1.617067609818417750e+01,4.661203160763843556e+01
1.349988128139122345e+01,1.608247987385647804e+01,4.631865653185518283e+01
1.348279803115284281e+01,1.581708661209358446e+01,4.651319368573375357e+01
1.289140599040105961e+01,1.619008715929949105e+01,4.629386257015307393e+01
1.354026297133749956e+01,1.596865999080057463e+01,4.619038230994030414e+01
1.350478570147238422e+01,1.599436997716524544e+01,4.669625141168268101e+01
1.364091442145810973e+01,1.622182316665043089e+01,4.659106074657707097e+01
1.353418199005286304e+01,1.609678556768445645e+01,4.620337253146801260e+01
1.338455900793482911e+01,1.650294868018886163e+01,4.636978215900892053e+01
1.307833866861921379e+01,1.595827715106405087e+01,4.665326844526131111e+01
1.340903558430926346e+01,1.610026171721004928e+01,4.631278417072444142e+01
1.350152344019699058e+01,1.585294490802839462e+01,4.617639521075784614e+01
1.313750917617435832e+01,1.569789074956558395e+01,4.673178463065485744e+01
1.351644001947625995e+01,1.639366210361293952e+01,4.657407583551398034e+01
1.367559839528917465e+01,1.603524913630674575e+01,4.624120453129812347e+01
1.310597999175914907e+01,1.606178876710575665e+01,4.631086214792635758e+01
1.307497042228634854e+01,1.555853525568879547e+01,4.616730697776653614e+01
1.346351152425202713e+01,1.591623653183116183e+01,4.628020993666208227e+01
1.354508397258382324e+01,1.630793996789801170e+01,4.641005292907129842e+01
1.345612327212839965e+01,1.634794254610845599e+01,4.608649047931623954e+01
1.323876297647321287e+01,1.609116096056067491e+01,4.630320021896140048e+01
1.383299854324660494e+01,1.623392189452864542e+01,4.600938055814621919e+01
1.349395203762735385e+01,1.564533521451715004e+01,4.630957578404046870e+01
1.351324529102397420e+01,1.590855788713681385e+01,4.626338781591107363e+01
1.331596399192581437e+01,1.586891474026621474e+01,4.675510469804422797e+01
1.353855419507136837e+01,1.581863282558872363e+01,4.667289781502682899e+01
1.360531046754606699e+01,1.626694697233861575e+01,4.644671346912189591e+01
1.319682638459524249e+01,1.601402479100954679e+01,4.680563216954573846e+01
1.361750753264941949e+01,1.585801544090944226e+01,4.604901347977540382e+01
1.319353925331401634e+01,1.628765497705270704e+01,4.645558445170188122e+01
1.358441860405180002e+01,1.620766021969371451e+01,4.641316268118413291e+01
1.335050949186065594e+01,1.611879596880678633e+01,4.614134183385873200e+01
1.354492630740467085e+01,1.621599976203033222e+01,4.614985631682496603e+01
1.351164654300626999e+01,1.597821371822975145e+01,4.588430423727222518e+01
1.319175933363476183e+01,1.582309759284503237e+01,4.624629424666282773e+01
1.298003968934099461e+01,1.616423893014492563e+01,4.632824537133387821e+01
1.369311116580726129e+01,1.579884001444385611e+01,4.638671692964607729e+01
1.357450871939613890e+01,1.616192935091423521e+01,4.662157442258499174e+01
1.320127866573882081e+01,1.587064341864612338e+01,4.634389124883581701e+01
1.373341820118492507e+01,1.597276517733423695e+01,4.599701585878911914e+01
1.350381932653125716e+01,1.628485668773826944e+01,4.632156929318193050e+01
1.329125542960758821e+01,1.637896558191238228e+01,4.645331966157868209e+01
1.335507327402829070e+01,1.602058816083204817e+01,4.622069360960993833e+01
1.333990046968255427e+01,1.620889113248017210e+01,4.601853329759166655e+01
1.341871940944984232e+01,1.617104708813478453e+01,4.625466981719652182e+01
1.311660026102018328e+01,1.610086120390090159e+01,4.643487982500867872e+01
1.318337501596043637e+01,1.594960041520985428e+01,4.629062388426070385e+01
1.354164966759851652e+01,1.598165648667504080e+01,4.625723029686389509e+01
1.367824885597466178e+01,1.601405990968595106e+01,4.666578591409772514e+01
1.362082683376220338e+01,1.619582446001876974e+01,4.638458148244817636e+01
1.340479121827602071e+01,1.597959906077822367e+01,4.642110236302337967e+01
1.302982812629427656e+01,1.633533017545681432e+01,4.615356172847783967e+01
1.355370334752948125e+01,1.574816385038319133e+01,4.641492755714119056e+01
1.329589057106444017e+01,1.601480542603054502e+01,4.591188252672650094e+01
1.323020782389799699e+01,1.577646024254823054e+01,4.672699213293353182e+01
1.346533298281016577e+01,1.581253151530880352e+01,4.647583822296879674e+01
1.345248828769252825e+01,1.587109632231450185e+01,4.591664226480814648e+01
1.317077388836329277e+01,1.601663059326592276e+01,4.647513284887457985e+01
1.352767102411785771e+01,1.576941923424311121e+01,4.594616205433146661e+01
1.351088429882006636e+01,1.583799704246252027e+01,4.621575482993769413e+01
1.314606715299948902e+01,1.616511291373496562e+01,4.625544637912354062e+01
1.364848408171626559e+01,1.565585802517272818e+01,4.645403197016783281e+01
1.363094201368327418e+01,1.595036186575532255e+01,4.642502243652105420e+01
1.330487558556694516e+01,1.605424694655082263e+01,4.617498345867829102e+01
