gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
1.329513599462177372e+06,-4.653773149968809448e+06,4.140033696230251342e+06,-1.081857627917834908e-01,-1.963182331356490562e-01,4.381785026569725017e-01
1.329512516928859055e+06,-4.653779831674200483e+06,4.140029858296511229e+06,9.966354780663136959e-01,-4.904977201511316331e-01,7.695886436439635103e-01
1.329489671014193678e+06,-4.653781043630898930e+06,4.140007105775857344e+06,-5.906600811409641327e-01,-2.116376513027194185e-03,1.903581736596696161e-01
1.329495245360717177e+06,-4.653779244014380500e+06,4.140018958032484632e+06,7.887429401123258188e-01,6.513031219338081268e-01,1.569633527158965425e+00
1.329499344947528327e+06,-4.653791873456500471e+06,4.140014874510341790e+06,-3.027261375966346924e-01,9.980175288702294867e-02,7.307244299704391821e-01
1.329504436144419946e+06,-4.653799897472122684e+06,4.140036983455655631e+06,-1.211765671984102732e-01,-1.425534390465910684e-01,-1.915614944260811248e+00
1.329500079717617249e+06,-4.653773099218965508e+06,4.140006903929950669e+06,8.845502481278714191e-01,-1.513465280124662860e-01,-8.477636350379553765e-01
1.329495380990740145e+06,-4.653790429868221283e+06,4.140036271432974841e+06,1.760709894350518390e-01,1.098883691527816620e+00,1.373924793035869452e-01
1.329505607828874839e+06,-4.653784915290512145e+06,4.140041909759839065e+06,2.074517769894376751e-01,-1.336279966551811249e+00,-5.179206237873487106e-01
1.329507924166335026e+06,-4.653776154999090359e+06,4.140030860117208213e+06,-4.793479989666388774e-01,-1.707720549759512985e-01,-5.477369180688520522e-01
1.329510092393662781e+06,-4.653784168959055096e+06,4.140024425481718034e+06,-5.238440366526727621e-01,7.887971299120576374e-01,-2.468791175320243780e-01
1.329510973026071908e+06,-4.653782241984547116e+06,4.140034364602357149e+06,-6.520579542633843373e-02,6.488659806797361651e-02,-5.027249852989376100e-01
1.329512735319574131e+06,-4.653793855612277053e+06,4.140021336941498797e+06,3.760976101258138860e-01,6.850122255853293707e-01,-9.758261860071594240e-01
1.329515281142619206e+06,-4.653789466621756554e+06,4.140011095561958384e+06,-5.378535310230941890e-01,-9.047181702460750652e-02,7.118263903861423714e-01
1.329502785303003853e+06,-4.653803832285329700e+06,4.140021448087740224e+06,1.237111583969605078e-01,-5.510817005779866662e-01,2.082523587839550661e-01
1.329509225498298882e+06,-4.653779150621373206e+06,4.140017474144455511e+06,-2.723331037394045029e-01,-1.530137623838480898e-01,-9.354006000744248261e-01
1.329509124665064737e+06,-4.653795944039477967e+06,4.140026273894653656e+06,-1.033540728560508465e-01,1.867053559615610980e-01,-2.325498856517304036e-01
1.329503505928149680e+06,-4.653786958333128132e+06,4.140014169783095829e+06,2.773595410796408922e-01,6.532534392403652745e-01,5.093345272695222192e-01
1.329497332132309442e+06,-4.653766095713610761e+06,4.140045146461448632e+06,-3.439531090457667584e-01,8.736713992362742098e-02,1.886008965847608465e+00
1.329499424967233557e+06,-4.653781284712141380e+06,4.140053622990568168e+06,2.578449824863908169e-01,7.151710828763491179e-01,-9.545845505367411832e-01
1.329508514108694857e+06,-4.653766861469315365e+06,4.140017770554570481e+06,3.813446047245611092e-01,1.048101277745274951e+00,1.252076749727722427e-01
1.329492900729947956e+06,-4.653801597231172957e+06,4.140034592679404188e+06,8.695933522779917269e-01,-1.940911342535444617e-01,-3.607380880332183848e-01
1.329504770969620673e+06,-4.653785293650581501e+06,4.140033816434829496e+06,-6.135391847401590049e-01,4.082903095717928532e-01,-1.370717241883772364e-01
1.329512238157241605e+06,-4.653784311022972688e+06,4.140046107800845988e+06,7.322440042897877532e-01,1.089346967749514200e-01,-1.630684290582774809e-02
1.329514589253383689e+06,-4.653786084776540287e+06,4.140037746611906681e+06,-1.567851977743746905e-01,2.187129828092344574e-01,4.862532063470516031e-01
1.329500118638648419e+06,-4.653792733041743748e+06,4.140017841181630269e+06,8.043281705241449586e-01,3.160458718686778301e-01,4.026009200442646208e-01
1.329505090878192801e+06,-4.653783378288496286e+06,4.140028537370122969e+06,7.391070034209133999e-01,-5.998687631234947970e-01,8.517613793669147615e-01
1.329512781196422176e+06,-4.653772258117822930e+06,4.140020151887562126e+06,2.893377519609089399e-01,2.835892957358239763e-01,3.488751959722569129e-01
1.329504022018356714e+06,-4.653790691374917515e+06,4.140014517631315161e+06,4.537668542784472070e-01,8.186250512287543968e-01,3.578313799298687981e-01
1.329508892586303875e+06,-4.653801578766386956e+06,4.140027850905725732e+06,-4.438619888655263024e-01,7.979343067786615062e-01,5.280658088656103866e-01
1.329504058934644097e+06,-4.653759516252135858e+06,4.140041032413604204e+06,2.240370621720733646e-01,2.512944475957655244e-01,7.030412157018149921e-01
1.329491992159320507e+06,-4.653777860712262802e+06,4.140016509258797392e+06,1.678295973974896216e-01,3.898968615080246614e-01,-2.461413982676879386e-01
1.329515937590416055e+06,-4.653796136030726135e+06,4.140053278755268082e+06,3.435120723188709868e-01,6.605928539237020392e-01,-2.164267736861414715e+00
1.329524811365175527e+06,-4.653798150817235932e+06,4.140026699374211021e+06,-6.661524731738868166e-01,-4.266804278376085113e-01,3.588933432319885708e-01
1.329525844695431646e+06,-4.653802567606735043e+06,4.140029925058623310e+06,-1.814173283025919195e-02,-2.866130625729286785e-01,-8.774475853189973584e-01
1.329494056256814860e+06,-4.653778275661528111e+06,4.140014353733366821e+06,-2.066905445606743996e-01,1.597858138078470935e-01,-4.851945442518963703e-02
1.329521368504521204e+06,-4.653778591229226440e+06,4.140024617417837027e+06,-9.037736117134251845e-01,-5.997406346435568691e-01,-2.849097991909769756e-01
1.329517819288394181e+06,-4.653779818228740245e+06,4.140040436113288626e+06,7.696431291629194371e-01,2.605392671412337657e-01,5.518138234641550843e-01
1.329494640399730997e+06,-4.653794456641145982e+06,4.140022323326387908e+06,5.347516680827530539e-02,-3.684530504465376999e-01,8.890047684714336151e-02
1.329509986781523563e+06,-4.653776973828497343e+06,4.140025210903554689e+06,-2.888329504631707567e-01,2.714740389614565541e-01,-1.127392503339747831e+00
1.329521323583116988e+06,-4.653781922081560828e+06,4.140022954491275828e+06,-3.745532221449057175e-01,1.479636323707860524e-01,-1.204743679149494762e-01
1.329515493592640385e+06,-4.653785031621979550e+06,4.140039640520730056e+06,1.928235509501999012e-01,-1.001155238771825468e-01,-7.366334793199231790e-01
1.329508427575185895e+06,-4.653796493489181623e+06,4.140029327747179195e+06,-6.442811531915046963e-01,3.647566125821527505e-01,4.264557191691098481e-02
1.329498134859466460e+06,-4.653779272396369837e+06,4.140035846588019282e+06,-2.278992096017585511e-01,9.692569183286197099e-01,5.016870844950278574e-01
1.329510265073672635e+06,-4.653768972947302274e+06,4.140030641652379185e+06,-2.165124534346705987e-02,8.261283521681650477e-01,3.627173399890073480e-01
1.329506662639798364e+06,-4.653775028324429877e+06,4.140022917853148188e+06,-5.015085837887131026e-01,-3.195422851818154331e-01,5.477814286721366388e-02
1.329507520363575313e+06,-4.653809351824744605e+06,4.140036423815961927e+06,2.124769341759939756e-01,-2.965130414140630388e-01,-1.063530994634403815e+00
1.329515233095914591e+06,-4.653779245331902057e+06,4.140026833572995849e+06,-2.484172077353507049e-02,1.639017115412492731e-01,5.440799207728030940e-01
1.329497453721936559e+06,-4.653789133700308390e+06,4.140044604233759921e+06,-5.832826773882416882e-01,-7.692536938076288688e-02,4.306305301076364112e-01
1.329509399228919996e+06,-4.653800268728912808e+06,4.140005443459037226e+06,-8.132945722692391799e-01,4.398095083475822564e-01,-4.015556048603611261e-01
1.329497589107207255e+06,-4.653780290586608462e+06,4.140050341969163623e+06,-1.903907306069001562e-02,-6.121893983881614432e-01,8.539545898882767716e-01
