velocity_doppler_1,velocity_doppler_2,velocity_doppler_3,velocity_doppler_4,velocity_doppler_5,velocity_doppler_6,velocity_doppler_7,velocity_doppler_8
0.7093883180766758,0.639779203494598,-0.01985434834665645,0.7463590904611452,0.12937536894298196,0.7009108731613704,0.6527258999076094,0.5651105020960343
-0.43918998087192446,-0.3651017106540579,-0.16707004779851067,-0.5544805785617797,-0.11022823614486935,-0.5676435457700387,-0.5057313455073726,-0.340827929534042
0.3094727844487492,0.4297613566647424,0.14288562515778214,0.17182267381015576,0.7809036273014968,0.12668741640216719,0.3016641427500893,0.5716728217210971
-0.45579240627610274,-0.47274766415055763,-0.15002903435037965,-0.44579479708544567,-0.46545753660728645,-0.423511571324969,-0.47668469572860267,-0.5239045450095637
1.4076270729078117,1.340951003437447,-0.4764356596502306,1.261988850769867,0.1716503688303211,1.0720456811733323,1.0510686788872932,1.1375317585827704
0.6630717177953581,0.6736844001379708,0.2709920193303295,0.6825405443867419,0.665654611151084,0.663767053256009,0.7253125261207096,0.7499417751417472
1.4631425165072387,1.5349551086681963,-0.6493758495633816,1.0829363425390879,0.6021854486973063,0.8119695306388099,0.9603848599831102,1.4036286416282726
-0.3922458753823497,-0.479821800489601,-0.4215325827253573,-0.37311287247743635,-0.933701641779826,-0.37814384236118076,-0.527162596597732,-0.6670936810778856
-0.05661612946308803,-0.08597967292810753,0.3513212101128195,0.08710578648300496,0.1491687769097604,0.16215950554814954,0.13583533200290104,-0.014169183845132006
0.8847596866953089,0.8570012581058546,0.5034193107354396,1.0069035866488443,0.8445178811243387,1.0202934078037251,1.055477826496819,0.9616170751799161
1.456300971891777,1.3772159997118418,0.27959038733553165,1.5416660958291346,0.7956095152648539,1.4819926315129575,1.4768247986120941,1.3702381760130722
-0.44103535826472806,-0.5858375248988491,0.3633048763352034,-0.1191477728573423,-0.5153817038516983,0.03339189426213636,-0.15854471231624329,-0.6050910406025801
-0.6791633810931531,-0.680839650093835,-0.20902657032767466,-0.6915611757703736,-0.587405896504835,-0.6635712327334445,-0.7126813903601563,-0.7322555494004129
-1.2217017190990294,-1.29779947147558,-0.16994733334776485,-1.0898747633409167,-1.165591364068069,-0.9790967208832909,-1.150600268936549,-1.3968571581019433
-0.07014248504430884,-0.12309556128417984,-0.08472556394653558,-0.02169542049750324,-0.3180737714907749,-0.010772564054631345,-0.08431236347239118,-0.19107328008297517
0.24895120329701226,0.18361711697735922,0.29087304721161966,0.40112630926627757,0.14097734408615276,0.45040218330034615,0.3939175053857385,0.20420745524693715
-0.09280264199967932,-0.18020596153457127,-0.03451106462898635,0.017950748026317527,-0.42426349853174444,0.05193048042884006,-0.06513999791769493,-0.2647474272271405
0.4780679462788473,0.4512520788266558,-0.2745354630638811,0.40150326163686,-0.05350374854206399,0.3207061455915357,0.3027110115258233,0.34720837469254723
-1.597600789970991,-1.7518436511953996,-0.19730903964949398,-1.344034505740907,-1.7173220054741642,-1.174696734135366,-1.468466633096463,-1.9227417273290544
-0.14064944560354978,-0.15663523601221208,0.1249523853653793,-0.07416044081804649,-0.039642490377033775,-0.0344762595186375,-0.057576473606898916,-0.13466958902724602
1.1665075583545697,1.185099315553845,0.11550993279087163,1.0963978577566014,0.8629705564607002,1.0015965035375831,1.0957747025127762,1.2199030889919553
0.24937223547957368,0.3261097165516785,-0.43754495289951933,0.006263391744240723,0.07529193051729077,-0.11702710480143276,-0.023894061863466057,0.26993799427595083
0.2595327785947774,0.43646434455970295,0.3643694473793746,0.11709057727337663,1.1530984183910333,0.09243597314386634,0.345773793204089,0.6876144279837899
-0.32589588418542287,-0.26813611432849144,-0.18147241442627848,-0.43059041184012475,-0.12306796268975613,-0.4512920178044188,-0.4043605327785367,-0.26443693825273357
0.2643747424703517,0.2359453677001723,0.12030712084814177,0.31783213261569343,0.14848867295309012,0.32365152842645306,0.3076836540102898,0.24146068569634546
0.15080182374126222,0.1536844988851395,0.59507652385546,0.3088819219700945,0.6060120893878385,0.39391208291154217,0.4306437904284378,0.3180984084754207
-0.5606809193127347,-0.4961586392475412,0.49404676778165874,-0.4625689344627558,0.337169279889124,-0.35053488433341806,-0.2808511400611264,-0.29866468242921795
-0.5130474592655766,-0.6169987748667795,-0.15767492213488069,-0.39076241711386456,-0.8417544013376511,-0.33443927466098106,-0.4999853415613231,-0.7436612674112333
