gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
-2.707071436318879947e+06,4.688786290248086676e+06,3.360479623900222126e+06,4.898691035633472241e-04,-1.041487768552273041e-01,-1.182811468640216357e-01
-2.707068277065757196e+06,4.688782179849419743e+06,3.360486370854253415e+06,-4.205155987762197040e-02,8.409131765578400919e-02,7.966051589408155997e-02
-2.707072990056642797e+06,4.688782365885471925e+06,3.360490815569471568e+06,-4.499123893240468408e-02,1.598048048300868829e-01,-8.986855472255599053e-02
-2.707065611212821677e+06,4.688789881086280569e+06,3.360478987350473646e+06,2.675912325575573788e-03,-2.790469509005987989e-02,9.852304552610384458e-02
-2.707073339426998049e+06,4.688788297260890715e+06,3.360485576977468096e+06,-9.894261394801701082e-02,-1.631127117129815562e-01,-2.185711912763791398e-01
-2.707073590424368158e+06,4.688782853444798850e+06,3.360485643046675250e+06,1.068554673159780206e-02,2.838760849653980400e-02,-1.442732836728864154e-01
-2.707072713214490563e+06,4.688786168500960805e+06,3.360476788296891842e+06,-1.905695329223248968e-01,-1.019031223648388107e-02,-2.427079452621296596e-01
-2.707070526790210046e+06,4.688782291270629503e+06,3.360486110478702467e+06,-9.413168645414499158e-03,-1.458820442887305557e-01,1.179609495320251139e-01
-2.707065117340748664e+06,4.688786964451592416e+06,3.360484797467056662e+06,6.967659949915383510e-02,2.268557489228373997e-03,-7.879382770092225111e-03
-2.707068519243013114e+06,4.688786983912451193e+06,3.360487219868390355e+06,5.523452108635271141e-02,8.566344751634565394e-04,-1.944787613357629175e-01
-2.707073276391566265e+06,4.688784689539191313e+06,3.360484979120527394e+06,2.148644129911356920e-02,-9.830138247037062404e-02,-2.768322788163912196e-01
-2.707068611137420405e+06,4.688785363698538393e+06,3.360491679023923352e+06,1.389860804324114241e-01,-1.305250047517090006e-01,8.420689056291431884e-02
