cn0_1,cn0_2,cn0_3,cn0_4,cn0_5,cn0_6,cn0_7,cn0_8
44.47334764180241,43.744174531673565,35.71063906577524,44.21812472681457,44.79912936853728,44.997517187208736,47.6813207279973,44.73182779884635
42.218517887140315,45.92798029465823,36.361887283727334,44.43677840639654,42.01575294827143,42.701750727139014,42.35352390357426,42.372164384563014
45.09879479886861,47.17428507758236,37.075633921942014,46.419820048546455,42.31524723765557,45.63066944116834,49.89650413238222,45.52832789146915
43.48808029475333,44.082130212764156,38.193139303673654,43.2503387108042,44.29569799689524,41.35319193620214,44.806813049374995,46.20102974784282
44.61959551966428,44.073712189968546,34.99559286026269,47.101576359445794,43.722397774302266,46.248050531841,46.74773771723284,44.675127395589065
42.58719418192156,46.93896359528105,38.40945049012649,43.51554061024798,45.38777706375193,40.440571101616015,45.737499822516035,43.64273418301119
40.63591151491464,45.185194217543604,36.480585118890886,44.32249244421764,42.099447699475284,40.35623555112312,45.47234122848584,43.91816867748663
43.69491434737542,41.72891651577546,34.86196472493564,44.35534859920589,44.18427494340151,40.009309161305126,44.35992176426972,46.03512790548077
40.33248669188417,42.639533303031456,36.87207984539721,47.69722521018075,42.54105655590468,45.35944243314717,44.18489978142396,46.785988013527636
43.953615675228804,45.70194689935317,37.645438306933784,45.00253493278616,45.854022621386704,41.89173068477125,45.44060857067653,43.43673278542727
50.0,41.538927255682964,37.364086180155745,46.2836931951434,43.036396854382254,44.59067190879552,42.9042373533446,42.39206794109729
45.09626847378567,44.73015659501342,39.775562563467595,43.03440244913766,40.42734606772951,45.43119547430693,46.174317906106914,44.23715702986787
44.50407512418849,40.31796661243769,36.677399294294275,45.7683216462832,40.34916808032869,45.0232474776952,43.962489824791525,44.913706675640725
43.79964824556507,42.66856433707558,33.41315668657222,45.369210190618986,42.810465243215596,42.98126548517769,45.880489899865196,46.96851321625573
44.05590566660494,44.6504038176148,38.154323502946305,45.35180427362184,45.55777371342041,41.704115582823434,47.161366947177996,43.16777178513053
44.14133607923398,45.981395738901334,40.35334170652093,45.404296787988656,45.141720354250666,45.78082632654918,47.08457929192871,45.63887260731761
42.34257059093035,46.36887440800427,38.91549384343059,46.28317068452476,44.30169698935586,41.21574130038159,44.765737465016294,47.60609048079374
43.68033519600666,43.90077052982495,37.25872960706853,47.52680752099853,41.935704790647115,41.53586117054799,45.37967326773814,43.993939387558186
42.53372255371307,44.64361216376524,38.32824764447491,45.96641324568421,44.447215772211194,41.692102475992996,42.8071382115898,44.03281794009519
40.22909353795309,43.58374701718669,36.02517990836601,44.78815746253608,42.94513998517937,41.139368823935456,45.15100001489045,44.776866052827955
44.609810383271785,43.627939461011174,42.314339177671954,45.66629742055475,43.68805292866195,41.607340102111664,42.38737603809808,46.126983487674764
43.6887786725995,44.8003756811482,35.111380492023734,44.16589287484607,43.55527092869547,46.015733422195375,44.13256254723005,44.445945424756026
46.280440916905974,43.313162907118844,36.32076366187598,45.917253205862096,42.42901469127521,44.17524623982699,46.01210343361462,46.36781038355831
43.99961041819017,44.62092991897654,39.32841685027742,44.82741364523569,39.42862512397863,46.939225269282346,44.0395155589393,44.94358421390744
45.72838237135759,43.67618929077523,37.41162593889045,43.28697015338044,45.189911607136246,42.82614966575266,46.02258887355475,40.73493894845653
43.74814917742895,43.7585775742001,34.38640212443573,45.48048285140651,41.73903514451119,41.136862678603464,45.36970405700848,47.04397279558223
46.13878625669477,45.754078899380076,37.577625716501146,44.466408000866465,42.311619865177164,42.94556641821327,41.689916768208214,47.71797873314928
44.29717582398541,44.818294776091605,37.141673414415415,45.57895390024326,41.52070455940208,46.10481076260223,46.47506127225636,44.908691446260214
44.797310317556104,44.540240352821726,36.26355016519375,46.42235007149162,41.132736439268044,40.72930504316771,45.082605171028526,46.946299820459124
42.7463549280429,46.06787494187164,37.77568171242683,42.58198915306187,40.514815369484424,45.84218598511714,43.41561214754576,44.96114732176094
