accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.014002693978474255e-04,4.982460931928360976e-05,-9.794368680727004062e+00
2.221551217939627494e-04,1.358523308147713621e-05,-9.793899372042645268e+00
2.184602048490792876e-04,1.502258917079948672e-05,-9.794037716347341771e+00
-1.069241864463880542e-04,-4.384520059025323379e-05,-9.794857429489628231e+00
-1.842225058138175333e-04,-5.296171388249473413e-05,-9.794198505657297105e+00
3.979312422911795095e-06,-2.746909454407067965e-05,-9.794992735983893084e+00
4.411795812081812859e-05,7.098455693615761603e-05,-9.794518193743842360e+00
4.328884246005515701e-05,-4.875208818560537374e-05,-9.794405374127197916e+00
-3.420427031075657970e-04,-1.857522943153181762e-04,-9.794245243920926214e+00
-1.558047482183315044e-04,-6.666704697138415648e-05,-9.794076431239837177e+00
1.651284499816475196e-04,-2.436636786083836532e-04,-9.794488391798772398e+00
-4.216222070280728766e-05,5.691715009935472552e-04,-9.795174896927296260e+00
2.591719608597515623e-04,8.410841927481076759e-05,-9.794564817680621260e+00
-1.325452235962816256e-04,1.098675407953805469e-04,-9.794732532019040150e+00
7.404012701642671661e-05,1.546510215252849525e-04,-9.794757194241508813e+00
4.020800461509973025e-05,1.418233797676397400e-04,-9.794183649039167605e+00
-2.018989304581584351e-04,-6.097159703236682054e-06,-9.794298416537058571e+00
1.131488351986204092e-04,6.704001754049292475e-05,-9.794519638848461440e+00
-9.935453038828033088e-05,1.201550655966863849e-04,-9.794291804128871348e+00
-1.982977914783884396e-05,-2.169888886120161810e-04,-9.794381672878836653e+00
9.704240197330011534e-05,1.868075778241316842e-04,-9.794822802416543794e+00
6.691527820173971339e-05,-4.373398492811526552e-05,-9.794499590748372952e+00
-1.909466372194634721e-04,-8.514894260246087983e-05,-9.794123451191973473e+00
3.492272714130218949e-05,8.071264859180004138e-05,-9.794458756247488296e+00
7.688320498126228586e-05,1.209672645225794548e-04,-9.794232828731878726e+00
-1.180153111990622615e-04,-1.989646037525373459e-04,-9.794144274961476881e+00
-1.144821986059577762e-04,-1.997479177183992768e-04,-9.794197369848770762e+00
